,gene,gene_number,x,y
0,Cops7a,17,546.7732902562666,1507.5774922887526
1,Tpm4,239,561.2307999820632,1630.9261947059615
2,Spp1,214,563.7397169450354,1543.317691737706
3,Tpm4,239,564.9687513687958,1502.181332624527
4,Arpc2,7,564.5314040604178,1491.277384532774
5,Emp1,39,563.8298272063483,1491.6497865060742
6,Tubb5,246,565.6335038478214,1491.5840436584604
7,Ltbp3,80,574.8711571269343,1460.2604877477338
8,Tpm4,239,576.3738966094251,1670.5314380229174
9,Tpm4,239,576.4386402615452,1584.3107764251922
10,U2af2,249,576.4907818128603,1530.8967072460205
11,Tubb5,246,575.9907337589545,1530.9511920006792
12,Fus,47,575.0747708792534,1532.8819954795797
13,Spp1,214,577.0444213977694,1531.4001416238798
14,Spp1,214,577.6007209118332,1452.1497425397938
15,Ncl,121,578.7376840486646,1544.0381920060458
16,Zyx,271,579.2095813057288,1544.1283814155167
17,Tpm4,239,579.5219457976318,1503.4112477382046
18,Mrfap1,89,583.2264395286074,1557.288958750826
19,Arpc5,8,583.8192142026749,1613.127435148734
20,Tpm4,239,584.029971138591,1473.1266882603663
21,Spp1,214,585.3728002711155,1477.856984378638
22,Tpm4,239,586.444347973109,1499.7888939135642
23,Tpm4,239,586.8343177211744,1520.3191100217618
24,Cops7a,17,590.7881542553362,1541.542995656887
25,Arpc5,8,592.0899374269584,1404.8221356196582
26,Ppm1g,150,591.8838531814246,1475.2702699915708
27,Ppm1g,150,593.8963043837414,1534.3820473257088
28,Tpm4,239,593.4002102178417,1594.1204856279664
29,Loxl1,78,594.9922975188431,1443.4906199382208
30,Spp1,214,598.6882206785211,1406.950386044133
31,Zfp36l1,269,599.7987359044841,1490.1896161792715
32,Spp1,214,602.1988273947303,1530.7387668053543
33,Spp1,214,601.9269078384708,1439.4747801808162
34,Tpm4,239,603.0321532492169,1395.7135214436184
35,Spp1,214,606.6224155001157,1615.6120293444794
36,Spp1,214,608.2594321312578,1532.307815386135
37,Vim,261,608.1850620756622,1518.2145828275848
38,Spp1,214,608.7764716702482,1519.213199572819
39,Myh9,118,609.8647857879159,1518.4409374184315
40,Zyx,271,608.5095865811173,1518.8926552472935
41,Spp1,214,610.9826267298581,1582.9460054816986
42,Ybx1,263,613.736162216425,1469.3840515821685
43,Khdrbs1,73,615.0004300197597,1469.727180936196
44,Vat1,259,615.3767015044174,1561.8894872177025
45,Mdh2,85,616.2064858692839,1562.200865917564
46,Spp1,214,615.9038383960865,1399.6502733902164
47,Arpc5,8,615.6456331413041,1567.8478888349
48,Rrp1,198,614.5596299942742,1542.083830772451
49,Ltbp3,80,620.0959242033399,1546.618092854529
50,Spp1,214,620.3137070591933,1543.6476216183012
51,Cnn2,16,620.1407213111653,1524.289421404592
52,Aebp1,4,621.3090840152931,1525.0993749208164
53,Spp1,214,620.6555954515616,1523.6615630303634
54,Mrfap1,89,620.7479795427175,1524.644398917063
55,Pgrmc1,143,622.6546493344729,1390.3264347936065
56,Spp1,214,623.2031964841455,1389.6319472566806
57,Il1rl1,69,621.8647780011853,1388.211796233282
58,Arpc5,8,625.9826657070828,1547.5008040837472
59,Spp1,214,629.2634575724073,1366.4921382839202
60,Ctbp1,24,629.8905651468024,1543.0984503720556
61,Hnrnpk,59,630.1163546651823,1543.0833006761595
62,Spp1,214,629.2132709847609,1543.428616499382
63,Spp1,214,632.2116036850582,1381.7844958100384
64,Ppm1g,150,631.6911713554272,1495.6800680054282
65,Ppm1g,150,639.5267377583716,1516.5678539540656
66,Tsc22d1,244,639.7832704887284,1516.3701502482884
67,Spp1,214,641.4603296051919,1523.0826123241793
68,Spp1,214,643.7434512684068,1349.4261954489662
69,Spp1,214,647.5827138227521,1544.15553647486
70,Spp1,214,649.1043121372664,1361.1061926614257
71,Ppm1g,150,649.1261181314105,1522.699187450014
72,Ptges3,168,650.6650974776171,1366.8498751456104
73,Rnf11,185,651.3308970431964,1531.6044095815412
74,Oaf,133,651.681424013334,1532.014426457702
75,Tpm4,239,652.0263428572609,1532.1084098220274
76,Tpm4,239,658.1424744301988,1521.0475741426778
77,Spp1,214,661.8584426009961,1349.952500159106
78,Cops7a,17,663.0515623910887,1376.7922655510115
79,Khdrbs1,73,664.9865763479896,1510.50486175455
80,Spp1,214,665.0491595637883,1341.7628093284989
81,Spp1,214,666.82616018361,1513.6181603505734
82,Tpm4,239,667.2521440750883,1521.5986292346583
83,Spp1,214,669.8378456013993,1493.4507914724495
84,Cops7a,17,678.5468779047155,1335.7830207121335
85,Spp1,214,683.5833569939415,1499.3813398268046
86,Spp1,214,684.4868172740986,1339.4492070694596
87,Spp1,214,690.0900266375818,1488.701926248174
88,Rarg,179,692.6650648977562,1357.610478741577
89,Rarg,179,694.0807635219398,1503.5687170758847
90,Spp1,214,697.1957211169741,1331.5425061797594
91,Tpm4,239,698.7339512470269,1462.7717191481115
92,Arpc5,8,701.7950176192072,1492.729865202421
93,Spp1,214,703.058393466453,1339.8573784348891
94,Zfp36l1,269,704.4768479991478,1347.1320307876128
95,Spp1,214,704.7705751472856,1329.6710800364465
96,Zfp36l1,269,704.9820396341759,1471.1301869561644
97,Ltbp3,80,715.6333177263677,1339.346302072149
98,Spp1,214,717.4258845305899,1382.9405574032355
99,Rarg,179,720.2214332397112,1349.7860383738905
100,Ltbp3,80,723.5355649000621,1379.5761316714124
101,Spp1,214,725.1433968324261,1424.4177341087577
102,Ppm1g,150,730.383766239557,1451.302957515711
103,Rpl15,186,739.0889577730542,1329.6759698677345
104,Ppm1g,150,742.1318256370186,1454.7318950222243
105,Ltbp3,80,743.1882747608196,1429.3706391739383
106,Ltbp3,80,746.9522790891176,1341.6980444537714
107,Spp1,214,749.1658307764314,1378.33847027376
108,Spp1,214,749.5544853146407,1393.7071078791982
109,Cct5,10,751.1916458761123,1390.5291585801217
110,Cops7a,17,750.2704970555405,1390.1910701515178
111,Cops7a,17,750.2603599836266,1380.011735960673
112,Khdrbs1,73,756.3470884588162,1427.294985650433
113,Ppm1g,150,758.166690985914,1446.8190426236165
114,Spp1,214,761.5117524577147,1396.8701569718771
115,Spp1,214,766.3027398365109,1384.7730246490662
116,Spp1,214,765.7914722548961,1397.8970258308727
117,Il1rl1,69,765.2096261268648,1397.5748055508789
118,Mdh2,85,765.4173079987683,1397.8976875179374
119,Spp1,214,776.0207905115104,1340.050648160894
120,Stip1,221,776.7992899540932,1357.7767500655495
121,Rpn2,190,776.3529856484963,1357.5609168048093
