,gene,gene_number,x,y
0,Rpsa,197,777.9009926723068,652.0536339405736
1,Khdrbs1,73,777.8300905729947,652.6883962567368
2,Mvd,116,786.1783822336384,650.0099148369304
3,Ppm1g,150,799.3293541973951,701.9279057789461
4,Zfp36l1,269,802.1292030076755,659.2797952797066
5,Rarg,179,802.6658000851996,711.3548346988468
6,Arpc5,8,806.0424390737255,680.4619501717873
7,Mvd,116,806.634212846259,731.8669740012338
8,Arpc5,8,808.3775408235847,627.6491530922764
9,Khdrbs1,73,819.188156395072,681.1325626697223
10,Mvd,116,818.6296942787937,653.1443954122615
11,Mvd,116,822.3914811597226,707.8101610009339
12,Cops7a,17,827.3650971515353,755.2071785602725
13,Rarg,179,828.7592692730472,780.3086596999364
14,Khdrbs1,73,830.696741591767,683.65488393158
15,Hnrnpk,59,830.4734892214851,683.0513037020733
16,Tubb5,246,833.0370757266106,678.884289978117
17,Rarg,179,831.5179781031319,678.389631590348
18,Rpl18a,187,832.1800698987424,679.17999894999
19,Snrnp70,210,831.3686541334444,658.22277583345
20,Arpc5,8,832.007447932699,658.3738220602768
21,Malat1,83,829.9449979387817,658.5087264040417
22,Myh9,118,837.0270995115234,601.7077788530704
23,Hspa8,62,835.9013183432064,600.7443174065297
24,negative_control,1370,836.5249534671254,600.3461352509488
25,Pkm,144,835.7760651369858,602.7056876807744
26,Tpm4,239,840.0974395916385,563.9208229181859
27,Aars,1,839.0174173914442,612.8541813135322
28,Psmd7,165,839.9582360977038,612.7093140388215
29,Tubb5,246,838.0959622489436,612.7608647210969
30,Zfp36l1,269,840.4926161926502,614.1572502056763
31,Polr2e,148,841.1088260113888,612.4580375337641
32,Tpm4,239,840.6627328584577,487.0861575072106
33,Ran,178,841.6577645383159,692.9255911247496
34,Arf1,6,840.79683863197,692.6734492834348
35,Ptbp1,167,842.3749396708562,694.702891610476
36,negative_control,1764,841.8295178091296,692.4474480922366
37,Myh9,118,841.4000163129465,692.2176251933929
38,Mrfap1,89,841.117444765997,637.0404279858153
39,Fkbp9,46,840.324231997329,684.5218619854618
40,negative_control,520,842.5694087901737,683.9036327694022
41,Junb,71,840.8982930089975,685.0033183579435
42,negative_control,2017,842.4005987136555,684.6002298633413
43,Mvd,116,840.6159510498115,685.2563091406151
44,Malat1,83,840.0987417096436,683.9513845431278
45,Tpm4,239,841.801281286386,474.3796097379116
46,Tpm4,239,842.8794054693115,457.6628979843492
47,Cops7a,17,842.8515451113701,736.047359980151
48,negative_control,1962,843.6494938398477,622.1723326267615
49,negative_control,341,843.6605588531327,621.3525087166472
50,negative_control,372,844.4352218853279,621.7426176115397
51,Rarg,179,843.1650516223515,660.4218935647905
52,negative_control,1736,842.4943929986543,602.8640661863661
53,negative_control,648,843.5242336996553,603.1197180375553
