,gene,gene_number,x,y
0,Khdrbs1,73,452.0868161574525,1862.9964708496136
1,negative_control,1268,472.6171724133167,1855.922126350887
2,Tpi1,237,472.5911136713211,1856.4481167635204
3,negative_control,298,471.25166844708,1856.771656839469
4,St13,220,473.68900093998735,1856.123813550368
5,Pkm,144,472.90288327554777,1854.3541782996465
6,Tpm4,239,520.6663515002426,1864.77782275952
7,Nr2f2,129,539.1091564706799,1862.3836681772664
8,Mrpl35,98,546.636410873651,1847.3669521194747
9,Spp1,214,548.6669519513055,1850.855958042482
10,Spp1,214,556.826175523613,1865.6331650583584
11,Spp1,214,579.6564313970928,1862.484410200016
12,Khdrbs1,73,589.4873612407023,1870.2273379476185
13,Ltbp3,80,592.3114435692744,1854.2955229909976
14,Timp2,229,620.028900300219,1861.4713130153807
15,negative_control,299,621.2557159598289,1863.271822506612
16,negative_control,1334,620.9529692627481,1862.3916412158196
17,negative_control,1953,620.2525566795794,1861.668998380529
18,Spp1,214,629.5859372478926,1872.7927168157091
19,Spp1,214,635.9288233115481,1875.646401264441
20,Cops7a,17,639.1621660940918,1848.7014514922896
21,Srebf2,215,640.5062950844056,1847.7462528408412
22,Tpm4,239,639.4676564865711,1867.427335047635
23,Vim,261,644.7991865749561,1881.4573604688023
24,negative_control,347,644.8585664839384,1884.6395923219395
25,negative_control,603,644.4299957108485,1883.0868533698167
26,Cops7a,17,645.5493689886805,1888.38630241706
27,Tpm4,239,665.6576153693945,1888.6776190767869
28,Tpm4,239,665.9854367053924,1869.370297785347
29,Lrrc59,79,665.0688754803425,1834.4793396320288
30,Tpm4,239,665.7435298796365,1833.431496929751
31,Spp1,214,678.6372282646703,1883.3353180078889
32,Aqp1,5,678.3111891994383,1883.3060559629432
33,Rcc2,183,679.1907243055186,1898.937718523736
34,Pla2g4a,145,679.6711269789287,1897.4689713613163
35,Lamp1,74,678.5400196362898,1900.907182430307
36,Ncl,121,680.1960096016536,1898.4503820260395
37,Prrx1,159,679.0304136544967,1899.9970336689964
38,negative_control,2019,681.3461685928779,1844.3134904846916
