,gene,gene_number,x,y
0,Rarg,179,1106.000972610833,1331.451129248302
1,Arpc5,8,1119.571681844583,1328.031066861248
2,Ppm1g,150,1128.484180547632,1339.6419932734364
3,Il1rl1,69,1126.8086012532517,1339.1934880243514
4,Spp1,214,1134.075437170699,1310.5704103917064
5,Ppm1g,150,1142.0287913731963,1364.1935717212918
6,Prkcsh,152,1141.8676195515366,1363.971480174113
7,Spp1,214,1148.3602415384896,1317.412442570076
8,Nucb1,131,1151.691341785571,1369.9024378308698
9,Spp1,214,1152.4718744019356,1368.4731223378728
10,Spp1,214,1157.9593794771297,1370.1828148878603
11,Tpm4,239,1158.287991666205,1309.5571427970576
12,Mvd,116,1159.0331001719394,1346.806913255751
13,Spp1,214,1160.4555464774644,1404.6359857788736
14,Pdia3,140,1162.358073635402,1390.6192094986427
15,Igfbp4,67,1161.9001172970447,1390.8667275713783
16,Spp1,214,1161.899138488172,1328.7700266994063
17,Spp1,214,1165.2676004459204,1374.5380305830188
18,Spp1,214,1165.659075651466,1397.4250564016438
19,Ltbp3,80,1167.5020673219135,1336.3357710615462
20,Tpi1,237,1166.6184432027594,1295.1735660002053
21,Khdrbs1,73,1168.1453124266995,1296.5867029036226
22,Zfp36l1,269,1169.739934663017,1362.4250429342862
23,Ltbp3,80,1173.2309829311455,1369.6846216465724
24,Zfp36l1,269,1173.0336637755584,1418.534726347082
25,Sfpq,206,1173.333169947739,1348.3994790169045
26,Sec13,204,1173.521557430509,1349.199439706397
27,Tubb5,246,1173.6375082630318,1348.46349730154
28,Ppm1g,150,1172.9057665969551,1361.4756542615503
29,Spp1,214,1175.3798026323648,1314.6040813630707
30,Vim,261,1177.894910352862,1420.6624414010407
31,Fkbp4,44,1177.2629664167616,1421.4059554694954
32,Rps15a,191,1178.38403404144,1420.873699484799
33,Tpm4,239,1177.595465626826,1381.3615270103894
34,Spp1,214,1180.601265835703,1410.8814286298025
35,Khdrbs1,73,1179.990441122642,1370.028001989407
