,gene,gene_number,x,y
0,Ppm1g,150,40.60424701258175,532.362984943968
1,Mvd,116,50.88561133637079,522.8443325206298
2,Khdrbs1,73,56.63377979861353,520.3678396080476
3,Cops7a,17,76.26171341298762,513.7435116960158
4,Mvd,116,83.77550275728728,515.964386027325
5,Gpi1,52,89.81369109467057,547.9159800147984
6,Khdrbs1,73,88.37394299633716,546.749825433101
7,Rarg,179,108.57782350037212,532.2052551133204
8,Mvd,116,110.7364914091968,510.92255637582696
9,Spp1,214,116.85512392482966,526.1592567543446
10,Khdrbs1,73,118.11237150206922,530.8965169971383
11,Fus,47,119.6443956774573,557.1270547454188
12,Mvd,116,120.80039009927135,504.6818953988041
13,Ugdh,255,121.710534853139,520.7966867173095
14,Tpm4,239,121.03438688604756,518.5342714324958
15,Nedd4,126,120.87774631298254,552.7675228142122
16,Pkm,144,122.10379691973846,553.007424352037
17,Zfp36l1,269,122.8572435187958,548.9733638370882
18,Ppm1g,150,125.51076520500284,554.3228031905143
19,Uba1,250,133.70972967524722,524.0856988860576
20,Fus,47,133.61890895881044,524.9579324794922
21,Cops7a,17,134.61514256013473,513.641051484329
22,Tpm4,239,135.95871741406552,519.2067017529541
23,Tpm4,239,146.32267030882443,576.7771412923003
24,Zfp36l1,269,147.19864700051505,532.3722934976685
25,Pkm,144,150.02888870633478,488.0168427135413
26,Zfp36l1,269,150.38156935652796,487.741063403606
27,Mvd,116,152.21377829538704,500.8947112359268
28,Spp1,214,153.8840161714603,557.4139533044722
29,Khdrbs1,73,164.91113348821915,499.6686069610354
30,Tubb5,246,165.04070581612154,498.97295655027926
31,Tpm4,239,165.24818655541597,563.2792280290262
32,Zfp36l1,269,165.62857632487638,516.2577817515191
33,Rarg,179,168.1584574240137,557.8252396727287
34,Tpm4,239,173.68980862235435,493.9034621821474
35,Zfp36l1,269,175.87314429940818,553.7650022952271
36,Spp1,214,178.86054671107843,524.1210948436333
37,Ppm1g,150,181.21130362072003,568.5109310883198
38,Mrpl12,92,183.76683321071457,562.2586380267312
39,Tpm4,239,184.76889721048005,570.6732310870443
40,Spp1,214,186.571521777688,541.331887837464
41,Ppm1g,150,187.5303435971149,525.2112201450461
42,Tpm4,239,189.45205862222133,544.9146116762277
43,Ltbp3,80,193.3013279303433,524.665286753075
44,Ltbp3,80,195.0687429998718,490.40774586477295
45,Spp1,214,195.4711217988481,507.2159352673807
46,Arpc5,8,195.59564269070236,456.8540021297163
47,Ltbp3,80,198.38023575344775,592.3725803394407
48,Ltbp3,80,198.012043773086,513.7507755687105
49,Spp1,214,199.460463602308,560.7229569984712
50,Spp1,214,199.69764229311804,439.18513760591486
51,Tpm4,239,201.07498223235456,478.283087503094
52,Khdrbs1,73,201.8239821580372,598.3812597573003
53,Cops7a,17,203.5942222382997,529.5437773993472
54,Spp1,214,203.96227723401952,505.4007987724394
55,Tpm4,239,208.88522274026343,542.2145209849331
56,Zfp36l1,269,212.0526548909283,471.7218796740973
57,Zfp36l1,269,215.88697762251917,515.1948840981988
58,Khdrbs1,73,216.19457948597747,439.01402437470665
59,Spp1,214,219.46026095923577,574.577142489901
60,Spp1,214,220.3040897651512,567.1412052659052
61,Tpm4,239,221.33598929050424,543.7407871952337
62,Zfp36l1,269,220.96286251201516,410.34301075368
63,Cops7a,17,223.2521854026097,489.29269733050137
64,Ppm1g,150,223.93495612527028,427.3930308253794
65,Spp1,214,222.94071050490848,466.5808511054109
66,Spp1,214,224.2866410323957,587.9625858335221
67,Cops7a,17,226.8225546515137,424.8493595446139
68,Tpm4,239,227.1959201189836,509.8631558553177
69,Spp1,214,227.8857514104003,558.9376872267608
70,Rarg,179,233.3467539525173,550.7428657968128
71,Rarg,179,233.56653682666905,604.4097234505075
72,Ltbp3,80,234.05857319656923,469.1656536221239
73,Zfp36l1,269,233.28217824246363,434.406668017221
74,Cops7a,17,234.31579724498124,563.6654254723824
75,Mrfap1,89,235.61282443766345,564.2731275136744
76,Spp1,214,240.8962013810484,438.313962773502
77,Xdh,262,245.77627199415616,447.7685736153775
78,Cops7a,17,247.19068853713384,580.2050095880028
79,Ltbp3,80,249.0771432328621,534.1668414768794
80,Tpm4,239,250.42851995606975,512.1341441660279
81,Ltbp3,80,255.26813273993008,455.1527356043524
82,Spp1,214,259.2972539328524,439.725241427744
83,Arpc5,8,259.1877368924002,389.0610209751195
84,Ppm1g,150,263.5142491480574,454.6087482552797
85,Spp1,214,266.89427230894205,591.3076583402398
86,Spp1,214,275.96202705791774,611.3201770971468
87,Ppm1g,150,275.5261573837979,468.42839878325503
88,Khdrbs1,73,277.34124699600585,353.5721807581864
