,gene,gene_number,x,y
0,Cops7a,17,166.50246614808896,74.97501974274014
1,Tpm4,239,174.71409455572623,73.80168116650776
2,Zfp36l1,269,186.0892758989212,66.91553848630264
3,Spp1,214,192.49256963470745,102.969542040306
4,Arpc5,8,193.48066551066623,42.6005996535266
5,Mvd,116,203.04200680430463,68.45910514425995
6,Cops7a,17,213.85199283286505,71.1635044672968
7,Eif4g2,38,217.830150313181,106.18814927453344
8,Ppm1g,150,216.78675741786137,106.31997942777052
9,Sec13,204,223.97120534224905,100.52697835691713
10,negative_control,847,223.2154418973171,100.52869142786412
11,Eif4b,37,224.52031892510576,100.91478529951404
12,negative_control,404,222.3009277055166,99.33565183184764
13,Rarg,179,237.1366416876997,60.81886933799206
14,Rad21,176,244.13855523360695,87.50167922745592
15,Rcc2,183,244.94889953626105,88.3021856812033
16,Ppm1g,150,244.68355716784427,88.1268416168947
17,Khdrbs1,73,247.10111596298168,72.30842345026136
18,negative_control,1585,247.65143340964732,115.30034352157423
19,St13,220,256.76008604755435,53.92569401360623
20,Tpm4,239,255.3301936607988,53.48833772074448
21,Prrc2a,158,267.91733673891633,72.96364013641363
22,Tpm4,239,276.50158528360345,65.61570248732723
23,Spp1,214,276.7484398408832,126.39216447337672
24,Arpc5,8,277.7427074229517,113.71468086561964
25,Tomm40,235,280.0735661289805,117.00724177636944
26,Hspa8,62,279.9504034959205,116.73175443673829
27,Rab34,172,281.1999318661203,117.04429588104246
28,Prrc2a,158,279.3352253626458,116.23322916858316
29,Myh9,118,279.9201981585254,117.98651878167612
30,Ndufv1,124,283.5249358078639,118.7671477131111
31,Arpc5,8,284.96045566271675,139.32709233921818
32,negative_control,391,286.1297629886293,131.1661770529313
33,negative_control,1949,285.6764893774844,132.04876785114882
34,negative_control,1404,285.85617911979875,130.01070559192777
35,Ltbp3,80,285.58305238625803,72.01567398833875
36,negative_control,1271,285.1488664118584,71.09294722734707
37,Khdrbs1,73,290.9926874074458,74.25236360634256
38,Ppm1g,150,295.6015653942776,103.11858117527152
39,negative_control,550,299.2377607622062,100.17134510449314
40,negative_control,1912,299.93914389962447,100.009375168274
41,Uba1,250,298.6206453127457,101.20150434391776
42,Cops7a,17,301.06075851569176,101.66793376293232
43,Ppm1g,150,301.271062017256,121.93277686989732
44,Lmna,77,305.3288435431282,113.87017243636797
45,Mrps5,110,305.96844071107245,112.82732841693957
46,Khdrbs1,73,302.9368090303884,113.8480100297012
47,Hspa8,62,302.5331743916861,113.59203389479946
48,Cops7a,17,307.260852520412,130.28565493721356
49,negative_control,1334,308.20400569507143,129.95056168829012
50,Cops7a,17,310.0509123707165,136.69689221283582
51,negative_control,1814,308.96102302334737,136.23830349465666
52,Vim,261,311.3705111325052,135.91227459637793
53,Ncl,121,310.0442022443142,136.50762229826768
54,Khdrbs1,73,309.97492334197983,123.47051812467352
55,Rcc2,183,311.8355344712535,93.52628688776356
56,Myh9,118,313.46380936258635,92.39778456243864
57,Ubxn1,253,312.8264507028349,94.02403052055249
58,Fkbp4,44,314.8931525339304,94.2520233137556
59,Rpsa,197,314.13967065367933,92.41172891020835
60,Prpsap1,156,312.42879030677307,93.03087721912742
61,negative_control,633,313.29884661786434,115.05444062083116
62,negative_control,655,313.8288795895084,113.96991129514296
63,negative_control,1883,313.5446226666167,115.4368481485316
64,Uqcrc1,256,311.321198199308,114.77929012642518
65,Ltbp3,80,316.89207942724653,92.5141237814779
66,Twist2,247,322.849439864317,142.0614878929239
67,negative_control,1417,322.1181982532864,141.40995005727387
68,negative_control,335,322.8939949625433,141.06974539357935
69,Sdc4,202,325.92741097417183,126.09531732480312
70,Hspa8,62,327.51589352260515,128.07026410952813
71,negative_control,400,326.3999877022557,126.3718515378331
72,negative_control,1531,326.1845964496418,126.94795677618804
73,Khdrbs1,73,325.4640559025089,127.08205641825069
74,Spp1,214,325.4404401813642,152.20490557143592
75,negative_control,1726,326.9534649436521,91.15688585674071
76,Eef1g,28,326.6400626895367,90.2092506296108
77,Hspa8,62,326.0521172183027,91.10172838952454
78,Spp1,214,325.80938140431306,91.33126992500904
79,negative_control,1208,326.1578799761105,91.12660539133562
80,negative_control,1761,327.2615574398914,89.99568361929008
81,Cct5,10,327.00901629576333,80.25400477664351
82,negative_control,812,330.9944527255372,102.955044028818
83,Cops7a,17,333.74407754169204,130.1166160876652
84,negative_control,966,336.252364233986,126.72122385990971
85,negative_control,693,335.68655874941453,126.25766301843947
86,U2af2,249,337.5771708047395,142.88399158350788
87,Tpm4,239,337.0150010224338,143.07025468204608
88,Ckap4,14,343.3889597629592,152.39764840290036
89,negative_control,1630,342.22855858398884,150.23857303847825
90,negative_control,1300,342.66431432577684,151.79810310286433
