,hyb,x,y,z,x_SE,y_SE,z_SE,n_matches
0,0,4.781291032523383,3.45955695507088,0.0,0.044107510681364454,0.020343916050522475,0.0,118
1,1,3.0425244613732216,0.6314128654303625,0.0,0.03680903537182288,0.020762123464599738,0.0,127
2,2,1.7503877822951934,-0.2720384278142975,0.0,0.02189580070445465,0.01316987073188218,0.0,117
3,3,1.8511637967864503,-0.6461327595045763,0.0,0.03589894462845467,0.014146878454593701,0.0,122
4,4,1.2624679045109886,-0.8248329147512173,0.0,0.022472063286430546,0.011588441750224781,0.0,125
5,5,1.2743932154045061,-1.4269238123686403,0.0,0.01460870796894528,0.011652252108388224,0.0,126
6,6,1.2025035183736275,-1.9406198104117043,0.0,0.014905740525075773,0.011463593676914567,0.0,127
7,7,1.717779735734802,-2.228816997711366,0.0,0.01698785374899477,0.010063123154352325,0.0,124
8,8,-0.18146499860083098,-0.9104308935072987,0.0,0.018042214392138822,0.010548496630866303,0.0,123
9,9,-0.04539776521872854,-1.1717528722420212,0.0,0.030362586126692837,0.012150653904310306,0.0,120
10,10,1.4851931545089243,-2.7194493829092266,0.0,0.01899342164924983,0.01047789095943334,0.0,126
11,11,-0.023239940504575864,-0.9011735454171981,0.0,0.014810674365053223,0.008873554080257416,0.0,120
12,12,0.1524988653626755,-0.270930002942839,0.0,0.013339714543300029,0.008598530915490439,0.0,129
13,13,0.9174688287771687,-0.12096259852273257,0.0,0.03539673314801507,0.011697288228917134,0.0,115
14,14,0.6888948696104397,0.33720860637504,0.0,0.023001169924550084,0.011872237868236856,0.0,131
15,15,0.7625810527940351,-0.07227915217948791,0.0,0.013815670803964317,0.008816833547604848,0.0,128
16,16,1.5254438714791192,-1.3512984404139388,0.0,0.030678114437942848,0.011858087596068245,0.0,117
17,17,0.4191279490291627,-1.2329756196875263,0.0,0.028305324987914576,0.010698478001875953,0.0,116
18,18,0.4505148115425498,-1.4828970402245747,0.0,0.015216665862255957,0.009105875559505629,0.0,126
19,19,-0.016930187601705345,-1.3899219861455294,0.0,0.011489791242585005,0.008222681436216519,0.0,132
20,20,0.13843999210658425,-1.697680592157385,0.0,0.009737135024504719,0.008644783288928539,0.0,129
21,21,0.16457838647880596,-1.1749978233096896,0.0,0.019172354081361816,0.010413667835730837,0.0,128
22,22,-0.5185008931217492,-1.44175048413119,0.0,0.01122631530318007,0.00808385203532007,0.0,123
23,23,-0.7810665431178504,-1.3530410807720792,0.0,0.01994694936317738,0.010802555825541677,0.0,125
24,24,0.4516273658562865,-0.7863577229066054,0.0,0.027150575204762283,0.011499208183485906,0.0,119
25,25,-0.1291568503471143,-0.2800265394933495,0.0,0.011918362127620234,0.008390292431301388,0.0,135
26,26,0.7675421298413262,0.37623138055988853,0.0,0.015442667152337443,0.009125155909401408,0.0,123
27,27,1.1935735595888635,0.44144081457957707,0.0,0.02993014121126565,0.01117713906310851,0.0,120
28,28,0.39389733906573376,-0.0654061291235871,0.0,0.022758633780614265,0.0101875809077596,0.0,134
29,29,1.0672627654330273,0.5546525142689844,0.0,0.009979957458962069,0.006980954780521204,0.0,126
30,30,0.730323909795009,0.41410924066800797,0.0,0.02409960556027364,0.012578177134723372,0.0,135
31,31,0.6442049223645216,0.6352744501280158,0.0,0.013869897903545765,0.00798809604218677,0.0,123
32,32,0.6303274520339167,0.6564491753137051,0.0,0.025069592290541686,0.010551780491475303,0.0,119
33,33,0.7647062113353754,0.8513654946599242,0.0,0.021859703409267454,0.011120238001931891,0.0,122
34,34,0.929028353542544,1.4589098691349138,0.0,0.036686264630763105,0.014244547318735484,0.0,108
35,35,1.6655094900061582,-1.7064807985771409,0.0,0.03270400552089779,0.013094520886135127,0.0,119
36,36,1.2830377550280543,-2.7411584575455326,0.0,0.033589564218401945,0.012815647916356303,0.0,119
37,37,0.26717764542006955,-2.6489598908378835,0.0,0.014923279736492668,0.009255315715091148,0.0,130
38,38,0.03486022586742491,-2.441721006328435,0.0,0.02982831521216399,0.012337690872830077,0.0,126
39,39,0.8437108473554502,-3.2351788761379963,0.0,0.008702928479146506,0.007127359522040522,0.0,120
40,40,1.7423496286338245,-3.182582724510348,0.0,0.0262204598862608,0.01097090193070856,0.0,122
41,41,1.1927955609355285,-3.6225061033528934,0.0,0.029102844871184516,0.011886487410353069,0.0,121
42,42,0.10167976807764642,-2.776800336248029,0.0,0.010498265597681281,0.008064498399710037,0.0,130
43,43,-0.36731801127941804,-2.1221540701204473,0.0,0.013278368984953449,0.007536372635812413,0.0,121
44,44,0.974978400358405,-2.9909660166664502,0.0,0.03482059927923975,0.013339335873714754,0.0,119
45,45,-0.27103543776980804,-2.4310947992864804,0.0,0.022850522037201903,0.010202128957527475,0.0,125
46,46,1.298802976290049,-4.081117361484774,0.0,0.027289169248859834,0.01092834910179444,0.0,120
47,47,0.9075196164826339,-3.5605173836866326,0.0,0.009075606735732784,0.008017121741928784,0.0,132
48,48,0.8095605292547272,-3.6286870867499696,0.0,0.010784867176325597,0.00854503570108527,0.0,129
49,49,0.38336988045939857,-3.3413154821585405,0.0,0.016258406893733916,0.008474546639915202,0.0,130
50,50,1.322676093531925,-3.0532318714725823,0.0,0.02814912095040326,0.01197903196067626,0.0,121
51,51,0.13652840464086016,-1.2624705117921133,0.0,0.005911060085669478,0.004761230644671811,0.0,123
