ref_x,ref_y,ref_z,hyb,comp_x,comp_y,comp_z,comp_int,aligned_x,aligned_y,aligned_z,ref_int
1607.2100304568944,2.4926943059978237,0.0,0,1612.8132219309632,8.002069307874352,0.0,14191.980506464672,1608.125772108273,4.498348785519205,0.0,14834.213654092291
1870.322628918548,59.30340466296447,0.0,0,1875.61140742591,64.60989339017654,0.0,22954.82500923877,1870.9239576032198,61.10617286782139,0.0,16302.643732467744
1607.2090032169665,4.622344419393036,0.0,0,1612.8132219309632,8.002069307874352,0.0,14191.980506464672,1608.125772108273,4.498348785519205,0.0,54292.15533506504
1449.2454543254555,19.83203141934978,0.0,0,1454.5539543733746,23.23493843017249,0.0,36358.940426449386,1449.8665045506843,19.731217907817346,0.0,25221.089952701088
1822.8626205491144,23.26303694653457,0.0,0,1828.087437836048,28.765917657076823,0.0,23576.67782050933,1823.3999880133576,25.262197134721678,0.0,16749.303679753328
150.53164637562045,50.43324293486948,0.0,0,155.92912589850906,53.93438218908763,0.0,22349.217733605023,151.24167607581887,50.43066166673248,0.0,45839.649380627656
1067.9233895812438,54.84190363652823,0.0,0,1072.0507956077593,58.26809130104534,0.0,63321.22405055406,1067.363345785069,54.76437077869019,0.0,20287.240521548327
162.64097669880175,1918.167806475965,0.0,0,167.37112968099876,1921.7645536154523,0.0,40917.55817291365,162.68367985830858,1918.260833093097,0.0,31374.113460513883
1869.925905070784,61.52307049813723,0.0,0,1875.61140742591,64.60989339017654,0.0,22954.82500923877,1870.9239576032198,61.10617286782139,0.0,43453.15390745507
1004.3027400891556,83.23179506270992,0.0,0,1008.9800404861747,86.83133286960617,0.0,69538.69408189395,1004.2925906634846,83.32761234725102,0.0,17441.25730092945
647.4591175201334,98.53421300231764,0.0,0,652.5834084472408,102.38504974068202,0.0,49057.39759400389,647.8959586245506,98.88132921832687,0.0,25665.584908054992
394.5572038700093,122.29981994598558,0.0,0,399.2552069406597,125.00382984257058,0.0,50616.2583974672,394.5677571179695,121.50010932021543,0.0,23018.0150534184
1066.5118087751584,161.83835935035407,0.0,0,1071.2828536523982,165.55076932422804,0.0,67686.94589939615,1066.595403829708,162.0470488018729,0.0,23117.01017366057
1750.0,189.652510451394,0.0,0,1754.805950422504,193.50134613839708,0.0,50390.881681583225,1750.1185005998138,189.99762561604194,0.0,23127.410613799253
115.90359079222446,275.342249512281,0.0,0,121.3545964701142,279.01616188304274,0.0,21651.9501234289,116.66714664742402,275.5124413606876,0.0,35255.93451631938
450.94435468410046,313.24943909123107,0.0,0,455.8703502787773,316.9417520408098,0.0,59498.80335981781,451.1829004560871,313.43803151845464,0.0,29154.20082693319
191.22244975946847,351.0089668810388,0.0,0,196.77859767280617,354.510937213942,0.0,15791.166974029871,192.091147850116,351.00721669158685,0.0,56184.86476883838
1824.894246900816,360.8885046569051,0.0,0,1829.6446999515645,364.3969490078565,0.0,66052.86150048024,1824.9572501288742,360.89322848550137,0.0,28814.15315490838
120.45674319118856,365.660819350646,0.0,0,126.38819921736264,369.5102303608124,0.0,7744.582331871839,121.70074939467246,366.00650983845725,0.0,34467.158198137484
1017.267026554234,387.57970249859113,0.0,0,1022.0915365126224,391.0860597609488,0.0,72006.18007287917,1017.4040866899322,387.58233923859365,0.0,14979.250320443874
1662.4685823932637,404.2245508283696,0.0,0,1666.9862981799606,407.7346628918944,0.0,58286.22721412776,1662.2988483572703,404.23094236953926,0.0,17860.041295856878
1739.2029417773613,419.596999488628,0.0,0,1743.6583027733168,423.1200334771829,0.0,67239.27289241788,1738.9708529506265,419.6163129548278,0.0,22540.156671140758
520.6897273233767,427.1200226761521,0.0,0,525.333301813994,431.0678466279631,0.0,63612.988087282,520.6458519913039,427.56412610560795,0.0,32964.8932415017
