gene,block1,block2,block3,block4,block5,block6,block7,block8,block9,block10
1,0,2,3,0,8,0,0,0,7,0
2,4,10,0,4,0,0,0,0,7,0
3,6,0,8,5,0,0,0,0,7,0
4,7,6,1,0,0,0,0,0,7,0
5,0,8,6,2,0,0,0,0,7,0
6,2,0,4,0,1,0,0,0,7,0
7,2,0,4,0,0,2,0,4,0,0
8,9,0,0,6,0,0,3,0,0,8
9,9,0,0,6,2,0,0,0,7,0
10,0,7,0,9,5,0,0,0,7,0
11,0,7,0,9,0,0,6,2,0,0
12,5,8,0,0,0,8,0,0,0,7
13,5,8,0,0,7,0,0,0,7,0
14,0,0,2,3,0,8,0,0,0,7
15,0,0,2,3,7,0,0,0,7,0
16,7,0,0,10,0,0,0,9,5,0
17,4,6,0,0,0,0,0,0,1,6
18,10,0,3,0,0,9,0,0,0,7
19,10,0,3,0,0,0,9,1,0,0
20,0,10,9,0,0,0,0,6,0,2
21,0,10,9,0,0,10,1,0,0,0
22,0,3,0,5,0,0,2,0,0,4
23,0,3,0,5,0,1,0,0,7,0
24,7,0,2,0,4,0,1,0,0,0
25,3,4,0,0,7,0,1,0,0,0
26,0,10,0,1,8,0,1,0,0,0
27,5,0,0,3,0,0,0,3,0,10
28,5,0,0,3,10,0,1,0,0,0
29,2,6,0,4,0,0,1,0,0,0
30,1,0,7,9,0,0,1,0,0,0
31,5,2,1,0,0,0,1,0,0,0
32,0,5,3,3,0,0,1,0,0,0
33,0,7,4,0,0,0,0,7,3,0
34,0,7,4,0,1,0,1,0,0,0
35,0,0,6,5,0,0,0,0,6,1
36,0,0,6,5,0,4,0,4,0,0
37,0,0,6,5,3,0,1,0,0,0
38,3,0,0,7,4,0,0,0,0,7
39,3,0,0,7,0,3,0,0,7,0
40,3,0,0,7,0,0,4,10,0,0
41,0,4,10,0,4,0,0,0,0,7
42,0,4,10,0,0,3,0,0,7,0
43,0,4,10,0,0,0,4,10,0,0
44,0,6,0,8,5,0,0,0,0,7
45,0,6,0,8,0,5,0,4,0,0
46,2,2,0,0,8,0,0,0,0,7
47,2,2,0,0,0,0,0,5,1,0
48,4,9,0,3,0,0,0,0,0,7
49,8,0,5,5,0,0,0,0,0,7
50,9,6,9,0,0,0,0,0,0,7
51,0,7,6,1,0,0,0,0,0,7
52,4,0,1,0,1,0,0,0,0,7
53,4,0,1,0,0,0,7,0,2,0
54,0,0,8,6,2,0,0,0,0,7
55,0,0,8,6,0,1,1,0,0,0
56,0,2,0,4,0,1,0,0,0,7
57,0,2,0,4,0,0,2,0,4,0
58,0,1,5,0,0,6,0,4,0,0
59,1,0,0,0,0,0,8,6,0,1
60,1,0,0,0,1,0,0,0,5,2
61,1,0,0,0,0,9,0,0,4,3
62,1,0,0,0,9,0,10,0,0,3
63,1,0,0,0,8,0,0,8,0,4
64,1,0,0,0,0,0,7,0,7,6
65,1,0,0,0,0,8,0,10,0,6
66,1,0,0,0,7,1,0,0,0,7
67,1,0,0,0,0,0,0,2,1,8
68,1,0,0,0,0,10,9,0,0,10
69,1,0,0,0,0,7,4,0,1,0
70,1,0,0,0,0,0,6,5,3,0
71,1,0,0,0,7,0,2,0,4,0
72,1,0,0,0,3,4,0,0,7,0
73,1,0,0,0,0,10,0,1,8,0
74,1,0,0,0,5,0,0,3,10,0
75,1,0,0,0,0,5,3,3,0,0
76,1,0,0,0,2,6,0,4,0,0
77,1,0,0,0,1,0,7,9,0,0
78,1,0,0,0,5,2,1,0,0,0
79,0,0,10,7,0,0,0,8,0,4
80,10,0,0,4,0,0,8,0,6,0
81,9,0,10,0,0,3,1,0,0,0
82,0,9,0,0,8,0,0,5,0,1
83,0,9,0,0,0,1,0,0,5,2
84,0,9,0,0,0,8,0,7,0,3
85,0,9,0,0,0,0,0,10,1,5
86,0,9,0,0,0,0,2,0,9,6
87,0,9,0,0,6,2,0,0,0,7
88,0,9,0,0,5,0,0,0,10,8
89,0,9,0,0,0,5,3,0,0,8
90,0,9,0,0,0,0,8,3,0,9
91,0,9,0,0,10,0,9,0,0,10
92,0,9,0,0,0,7,10,0,3,0
93,0,9,0,0,0,9,0,8,4,0
94,0,9,0,0,0,0,1,5,5,0
95,0,9,0,0,7,0,8,0,6,0
96,0,9,0,0,2,5,0,0,7,0
97,0,9,0,0,10,0,0,1,8,0
98,0,9,0,0,1,7,0,4,0,0
99,0,9,0,0,9,0,10,8,0,0
100,0,9,0,0,0,1,7,9,0,0
101,0,9,0,0,4,3,1,0,0,0
102,0,0,1,8,0,0,9,0,0,10
103,0,0,1,8,0,0,0,1,8,0
104,10,7,0,0,0,0,8,0,0,6
105,10,7,0,0,0,8,0,4,0,0
106,0,6,6,0,0,0,0,0,4,3
107,6,0,9,0,0,0,0,2,0,9
108,0,5,0,7,0,0,0,10,6,0
109,8,0,0,8,0,4,1,0,0,0
110,0,0,3,9,0,6,0,0,7,0
111,3,0,8,0,0,0,7,0,0,2
112,9,5,0,0,0,7,0,0,7,0
113,6,0,0,1,0,9,0,4,0,0
114,0,1,0,3,0,0,0,10,0,6
115,0,3,1,0,0,0,9,0,10,0
116,0,0,5,10,0,0,5,6,0,0
117,0,8,0,10,0,6,1,0,0,0
118,8,3,0,0,0,0,8,5,0,0
119,4,0,0,5,0,0,0,0,3,4
120,0,0,7,0,0,3,0,5,0,1
121,0,0,7,0,0,4,10,0,0,3
122,0,0,7,0,3,0,0,7,0,3
123,0,0,7,0,1,0,0,0,3,4
124,0,0,7,0,0,9,0,0,2,5
125,0,0,7,0,0,0,3,9,0,6
126,0,0,7,0,9,5,0,0,0,7
127,0,0,7,0,0,0,7,0,5,8
128,0,0,7,0,8,0,6,0,0,9
129,0,0,7,0,0,0,0,2,10,10
130,0,0,7,0,2,0,4,0,1,0
131,0,0,7,0,9,0,0,6,2,0
132,0,0,7,0,0,7,0,9,5,0
133,0,0,7,0,0,0,2,3,7,0
134,0,0,7,0,5,8,0,0,7,0
135,0,0,7,0,0,2,3,0,8,0
136,0,0,7,0,0,8,6,2,0,0
137,0,0,7,0,4,10,0,4,0,0
138,0,0,7,0,6,0,8,5,0,0
139,0,0,7,0,7,6,1,0,0,0
140,0,4,0,6,3,0,0,4,0,0
141,0,8,2,0,0,0,5,0,0,5
142,0,8,2,0,5,0,0,4,0,0
143,2,0,0,9,0,6,0,0,0,7
144,2,0,0,9,6,0,0,4,0,0
