1,0,0,0,5,7,6,4,1,11,8,4,6
0,1,0,0,12,12,3,8,10,1,5,4,9
0,0,1,0,9,8,11,9,9,1,8,8,1
0,0,0,1,1,10,5,3,12,8,9,4,12
