gene,block1,block2,block3,block4,block5,block6,block7,block8,block9,block10
negative_control,2,0,0,0,0,0,3,0,3,1
negative_control,2,0,0,0,0,0,5,1,0,2
negative_control,2,0,0,0,3,2,0,0,0,3
negative_control,2,0,0,0,2,0,0,0,10,4
negative_control,2,0,0,0,0,0,0,4,2,5
negative_control,2,0,0,0,0,7,0,0,8,6
negative_control,2,0,0,0,7,0,9,0,0,6
negative_control,2,0,0,0,5,0,0,5,0,8
negative_control,2,0,0,0,0,9,7,0,0,9
negative_control,2,0,0,0,0,3,8,0,2,0
negative_control,2,0,0,0,0,0,1,10,6,0
negative_control,2,0,0,0,3,0,4,0,8,0
negative_control,2,0,0,0,10,0,0,6,9,0
negative_control,2,0,0,0,0,10,6,6,0,0
negative_control,2,0,0,0,2,0,3,7,0,0
negative_control,2,0,0,0,4,1,0,8,0,0
negative_control,2,0,0,0,10,4,2,0,0,0
negative_control,0,0,9,3,0,0,0,5,0,8
negative_control,0,10,5,0,0,3,0,0,0,3
negative_control,0,0,0,4,1,0,8,0,0,2
negative_control,0,0,0,4,6,3,0,0,0,3
negative_control,0,0,0,4,0,0,9,8,0,3
negative_control,0,0,0,4,0,6,3,0,0,4
negative_control,0,0,0,4,0,0,0,9,8,4
negative_control,0,0,0,4,0,0,4,0,2,6
negative_control,0,0,0,4,0,2,0,0,5,9
negative_control,0,0,0,4,10,0,0,0,4,10
negative_control,0,0,0,4,0,9,0,7,0,10
negative_control,0,0,0,4,9,9,0,0,3,0
negative_control,0,0,0,4,0,5,0,3,6,0
negative_control,0,0,0,4,8,0,0,4,7,0
negative_control,0,0,0,4,0,0,3,5,9,0
negative_control,0,0,0,4,3,0,6,6,0,0
negative_control,0,0,0,4,7,2,0,8,0,0
negative_control,0,0,0,4,0,4,5,10,0,0
negative_control,0,0,0,4,2,5,2,0,0,0
negative_control,2,0,4,4,0,0,0,0,0,10
negative_control,1,5,0,9,0,0,0,0,0,10
negative_control,5,7,5,0,0,0,0,0,0,10
negative_control,0,10,7,3,0,0,0,0,0,10
negative_control,9,0,0,10,1,0,0,0,0,10
negative_control,9,0,0,10,0,0,1,8,0,0
negative_control,0,1,8,0,1,0,0,0,0,10
negative_control,0,1,8,0,0,9,0,0,10,0
negative_control,0,1,8,0,0,0,1,8,0,0
negative_control,6,6,0,0,2,0,0,0,0,10
negative_control,6,6,0,0,0,0,0,4,3,0
negative_control,1,0,3,0,3,0,0,0,0,10
negative_control,1,0,3,0,0,0,10,0,6,0
negative_control,0,7,0,2,0,4,0,1,0,0
negative_control,0,0,2,7,6,0,0,0,0,10
negative_control,0,0,2,7,0,3,3,0,0,0
negative_control,7,0,0,3,0,5,0,1,0,0
negative_control,9,0,2,0,0,0,10,0,0,6
negative_control,0,3,0,9,0,0,0,8,0,7
negative_control,5,4,0,0,0,10,0,0,10,0
negative_control,0,9,3,0,0,0,5,0,8,0
negative_control,0,0,4,8,0,0,4,7,0,0
negative_control,10,7,3,0,0,0,0,0,10,0
negative_control,1,8,0,1,0,0,0,0,10,0
negative_control,7,0,2,4,0,0,0,0,10,0
negative_control,0,6,9,0,2,0,0,0,10,0
negative_control,6,0,1,0,3,0,0,0,10,0
negative_control,0,10,0,5,4,0,0,0,10,0
negative_control,0,10,0,5,0,0,7,6,0,0
negative_control,5,0,0,7,0,0,9,0,0,2
negative_control,5,0,0,7,6,0,0,0,10,0
negative_control,4,2,0,0,0,2,0,0,0,10
negative_control,4,2,0,0,10,0,0,0,10,0
negative_control,0,0,6,9,0,2,0,0,0,10
negative_control,0,0,6,9,10,0,0,0,10,0
negative_control,3,0,0,0,2,0,0,2,0,1
negative_control,3,0,0,0,0,0,0,6,3,2
negative_control,3,0,0,0,0,0,2,7,0,3
negative_control,3,0,0,0,3,0,0,0,4,6
negative_control,3,0,0,0,0,0,10,0,10,7
negative_control,3,0,0,0,0,2,0,8,0,7
negative_control,3,0,0,0,0,8,5,0,0,8
negative_control,3,0,0,0,5,0,8,0,0,9
negative_control,3,0,0,0,0,5,0,0,1,9
negative_control,3,0,0,0,10,3,0,0,0,10
negative_control,3,0,0,0,10,0,6,0,1,0
negative_control,3,0,0,0,0,10,1,0,3,0
negative_control,3,0,0,0,4,0,0,9,8,0
negative_control,3,0,0,0,0,0,7,4,9,0
negative_control,3,0,0,0,9,1,0,0,10,0
negative_control,3,0,0,0,3,0,10,5,0,0
negative_control,3,0,0,0,0,4,9,9,0,0
negative_control,0,6,0,1,0,3,0,0,0,10
negative_control,0,6,0,1,0,0,6,0,1,0
negative_control,0,3,4,0,0,7,0,1,0,0
negative_control,0,0,8,10,0,0,0,2,0,1
negative_control,0,2,0,8,0,7,3,0,0,0
negative_control,2,9,0,0,0,0,2,4,0,0
negative_control,1,0,0,4,0,0,0,0,9,1
negative_control,0,0,10,0,3,0,0,0,9,1
negative_control,0,0,10,0,0,0,10,0,4,2
negative_control,0,0,10,0,0,9,0,4,0,3
negative_control,0,0,10,0,0,5,0,0,6,4
negative_control,0,0,10,0,2,0,7,0,0,5
negative_control,0,0,10,0,0,0,9,5,0,7
negative_control,0,0,10,0,0,0,0,6,8,8
negative_control,0,0,10,0,9,0,0,10,0,9
negative_control,0,0,10,0,0,1,8,0,0,9
negative_control,0,0,10,0,5,4,0,0,0,10
negative_control,0,0,10,0,6,0,1,0,3,0
negative_control,0,0,10,0,0,10,0,5,4,0
negative_control,0,0,10,0,5,0,0,7,6,0
negative_control,0,0,10,0,0,0,6,9,10,0
negative_control,0,0,10,0,4,2,0,0,10,0
negative_control,0,0,10,0,1,8,0,1,0,0
negative_control,0,0,10,0,7,0,2,4,0,0
negative_control,0,0,10,0,0,2,7,6,0,0
negative_control,0,0,10,0,10,7,3,0,0,0
negative_control,10,0,0,8,0,0,0,5,4,0
negative_control,0,8,5,0,0,8,3,0,0,0
negative_control,8,0,9,0,0,5,0,0,0,10
negative_control,8,0,9,0,0,0,5,3,0,0
negative_control,0,9,0,4,0,0,6,0,0,1
negative_control,0,9,0,4,0,3,0,0,10,0
negative_control,5,0,8,0,0,9,3,0,0,0
negative_control,0,5,0,0,4,0,0,0,8,2
negative_control,0,5,0,0,2,0,0,4,0,3
negative_control,0,5,0,0,0,0,0,8,3,4
negative_control,0,5,0,0,0,0,2,9,0,5
negative_control,0,5,0,0,0,3,0,0,4,6
negative_control,0,5,0,0,8,0,5,0,0,8
negative_control,0,5,0,0,0,2,0,10,0,9
negative_control,0,5,0,0,7,6,0,0,0,10
negative_control,0,5,0,0,0,5,0,2,1,0
negative_control,0,5,0,0,8,0,0,3,2,0
negative_control,0,5,0,0,0,0,3,4,4,0
negative_control,0,5,0,0,10,0,2,0,7,0
negative_control,0,5,0,0,0,10,8,0,9,0
negative_control,0,5,0,0,6,4,0,0,10,0
negative_control,0,5,0,0,3,10,0,1,0,0
negative_control,0,5,0,0,5,0,8,2,0,0
negative_control,0,5,0,0,0,3,10,5,0,0
negative_control,0,5,0,0,1,9,3,0,0,0
negative_control,8,0,0,1,0,0,2,0,7,0
negative_control,0,0,3,2,0,0,5,0,0,8
negative_control,0,0,3,2,0,0,0,3,2,0
negative_control,0,2,6,0,0,0,4,0,0,4
negative_control,6,0,0,5,0,7,0,0,0,10
negative_control,6,0,0,5,7,0,0,1,0,0
negative_control,2,0,7,0,0,5,0,0,10,0
negative_control,2,0,7,0,8,0,0,1,0,0
negative_control,0,1,0,7,9,0,0,1,0,0
negative_control,1,0,6,7,0,0,0,1,0,0
negative_control,5,2,0,9,0,0,0,1,0,0
negative_control,9,4,5,0,0,0,0,1,0,0
negative_control,0,5,2,1,0,0,0,1,0,0
negative_control,10,3,0,0,2,0,0,1,0,0
negative_control,10,3,0,0,0,10,3,0,0,0
negative_control,0,0,5,3,3,0,0,1,0,0
negative_control,9,1,0,0,10,0,3,0,0,0
negative_control,4,6,3,0,0,0,3,0,0,0
negative_control,6,7,0,1,0,0,3,0,0,0
negative_control,3,0,10,5,0,0,3,0,0,0
negative_control,0,4,9,9,0,0,3,0,0,0
negative_control,10,0,6,0,1,0,3,0,0,0
negative_control,0,8,0,3,2,0,3,0,0,0
negative_control,0,10,1,0,0,0,0,10,9,0
negative_control,0,10,1,0,3,0,3,0,0,0
negative_control,4,0,0,9,0,0,0,9,0,8
negative_control,4,0,0,9,8,0,3,0,0,0
negative_control,0,0,7,4,0,0,0,0,7,3
negative_control,0,0,7,4,0,1,0,1,0,0
negative_control,0,0,7,4,9,0,3,0,0,0
negative_control,7,0,5,0,0,0,0,6,0,5
negative_control,0,4,0,10,0,0,0,8,7,0
negative_control,8,10,0,0,0,0,2,0,0,7
negative_control,8,10,0,0,0,2,0,1,0,0
negative_control,2,0,0,2,0,1,3,0,0,0
negative_control,0,7,7,0,0,0,0,0,1,9
negative_control,0,4,2,0,0,10,0,0,0,10
negative_control,4,0,4,0,0,0,0,6,5,0
negative_control,0,0,0,6,8,0,0,3,0,2
negative_control,0,0,0,6,7,0,1,0,0,3
negative_control,0,0,0,6,0,8,0,5,0,4
negative_control,0,0,0,6,4,0,0,0,6,4
negative_control,0,0,0,6,0,0,0,8,1,6
negative_control,0,0,0,6,0,3,0,0,2,8
negative_control,0,0,0,6,0,0,6,0,3,9
negative_control,0,0,0,6,9,10,0,0,0,10
negative_control,0,0,0,6,0,0,8,1,0,10
negative_control,0,0,0,6,5,0,4,0,4,0
negative_control,0,0,0,6,0,5,7,0,5,0
negative_control,0,0,0,6,1,0,0,6,5,0
negative_control,0,0,0,6,8,8,0,0,10,0
negative_control,0,0,0,6,5,3,0,1,0,0
negative_control,0,0,0,6,0,6,2,4,0,0
negative_control,0,0,0,6,10,0,9,9,0,0
negative_control,0,0,0,6,3,2,3,0,0,0
negative_control,0,6,5,0,4,0,4,0,0,0
negative_control,6,0,8,0,5,0,4,0,0,0
negative_control,1,5,0,0,6,0,4,0,0,0
negative_control,9,0,0,1,0,0,0,1,0,7
negative_control,9,0,0,1,7,0,4,0,0,0
negative_control,0,7,0,4,10,0,4,0,0,0
negative_control,4,0,6,3,0,0,4,0,0,0
negative_control,8,2,0,5,0,0,4,0,0,0
negative_control,9,8,4,0,0,0,4,0,0,0
negative_control,0,9,1,1,0,0,4,0,0,0
negative_control,0,0,2,9,0,0,0,0,2,4
negative_control,0,0,2,9,0,5,0,5,0,0
negative_control,0,0,2,9,1,0,4,0,0,0
negative_control,3,0,7,0,0,1,4,0,0,0
negative_control,0,3,0,0,0,10,0,6,0,1
negative_control,0,3,0,0,0,0,8,0,3,2
negative_control,0,3,0,0,0,0,10,1,0,3
negative_control,0,3,0,0,10,0,0,9,0,4
negative_control,0,3,0,0,2,8,0,0,0,6
negative_control,0,3,0,0,7,0,3,0,0,7
negative_control,0,3,0,0,0,4,0,0,9,8
negative_control,0,3,0,0,0,0,0,7,4,9
negative_control,0,3,0,0,9,0,0,0,7,10
negative_control,0,3,0,0,0,9,1,0,0,10
negative_control,0,3,0,0,0,6,7,0,1,0
negative_control,0,3,0,0,6,0,10,0,2,0
negative_control,0,3,0,0,0,3,0,10,5,0
negative_control,0,3,0,0,0,0,4,9,9,0
negative_control,0,3,0,0,7,0,0,4,10,0
negative_control,0,3,0,0,0,4,6,3,0,0
negative_control,0,3,0,0,3,0,7,10,0,0
negative_control,0,3,0,0,5,1,4,0,0,0
negative_control,0,0,4,10,0,0,3,0,0,7
negative_control,0,0,4,10,0,0,0,4,10,0
negative_control,0,10,0,7,0,2,4,0,0,0
negative_control,5,0,0,9,0,0,0,0,1,5
negative_control,10,1,0,0,0,0,10,9,0,0
negative_control,0,0,6,0,1,0,0,6,0,1
negative_control,0,0,6,0,0,5,7,0,0,1
negative_control,0,0,6,0,0,0,1,3,0,2
negative_control,0,0,6,0,10,0,2,0,0,3
negative_control,0,0,6,0,4,0,0,0,1,5
negative_control,0,0,6,0,3,9,0,0,0,6
negative_control,0,0,6,0,0,0,0,8,7,7
negative_control,0,0,6,0,0,0,6,0,9,10
negative_control,0,0,6,0,8,0,5,0,4,0
negative_control,0,0,6,0,9,10,0,0,6,0
negative_control,0,0,6,0,3,0,0,2,8,0
negative_control,0,0,6,0,0,6,0,3,9,0
negative_control,0,0,6,0,0,8,1,0,10,0
negative_control,0,0,6,0,5,7,0,5,0,0
negative_control,0,0,6,0,2,0,10,9,0,0
negative_control,0,0,6,0,6,2,4,0,0,0
negative_control,3,0,0,2,0,0,1,0,0,10
negative_control,3,0,0,2,8,0,0,0,6,0
negative_control,0,6,0,3,9,0,0,0,6,0
negative_control,0,6,0,3,0,0,2,8,0,0
negative_control,2,0,10,9,0,0,0,0,6,0
negative_control,6,2,4,0,0,0,0,0,6,0
negative_control,5,7,0,5,0,0,0,0,6,0
negative_control,8,0,5,0,4,0,0,0,6,0
negative_control,8,0,5,0,0,8,0,5,0,0
negative_control,9,10,0,0,0,10,0,0,0,6
negative_control,0,0,8,1,6,0,0,0,6,0
negative_control,0,2,0,10,9,0,0,0,0,6
negative_control,0,2,0,10,0,9,0,5,0,0
negative_control,8,8,0,0,10,0,0,0,0,6
negative_control,8,8,0,0,0,0,0,9,4,0
negative_control,10,0,9,9,0,0,0,0,0,6
negative_control,3,2,3,0,0,0,0,0,0,6
negative_control,0,6,2,4,0,0,0,0,0,6
negative_control,5,0,4,0,4,0,0,0,0,6
negative_control,5,0,4,0,0,0,6,0,8,0
negative_control,1,0,0,6,5,0,0,0,0,6
negative_control,1,0,0,6,0,1,0,0,6,0
negative_control,1,0,0,6,0,0,5,7,0,0
negative_control,0,5,7,0,5,0,0,0,0,6
negative_control,0,5,7,0,0,1,0,0,6,0
negative_control,0,5,7,0,0,0,5,7,0,0
negative_control,0,0,10,2,8,0,0,0,0,6
negative_control,0,0,10,2,0,4,4,0,0,0
negative_control,10,0,0,10,0,5,4,0,0,0
negative_control,7,6,0,0,0,0,10,0,0,2
negative_control,7,6,0,0,0,10,0,5,0,0
negative_control,2,0,3,0,0,0,0,8,0,3
negative_control,0,9,0,6,0,0,0,7,2,0
negative_control,0,0,1,3,0,2,0,0,6,0
negative_control,10,0,2,0,0,3,0,0,6,0
negative_control,10,0,2,0,7,0,0,5,0,0
negative_control,0,10,8,0,0,0,9,0,0,9
negative_control,0,10,8,0,9,0,0,5,0,0
negative_control,6,4,0,0,10,0,0,5,0,0
negative_control,1,9,3,0,0,0,0,5,0,0
negative_control,3,10,0,1,0,0,0,5,0,0
negative_control,5,0,8,2,0,0,0,5,0,0
negative_control,0,3,10,5,0,0,0,5,0,0
negative_control,0,5,0,2,1,0,0,5,0,0
negative_control,8,0,0,3,0,2,0,0,0,6
negative_control,8,0,0,3,2,0,0,5,0,0
negative_control,0,0,3,4,0,0,7,0,1,0
negative_control,0,0,3,4,4,0,0,5,0,0
negative_control,7,0,1,0,0,0,3,4,0,0
negative_control,6,0,0,7,0,0,0,3,9,0
negative_control,0,1,0,9,0,4,0,0,6,0
negative_control,5,2,0,0,0,0,0,0,4,2
negative_control,0,7,3,0,0,0,0,2,0,8
negative_control,0,7,3,0,0,7,4,0,0,0
negative_control,0,4,9,0,0,2,0,5,0,0
negative_control,0,8,0,5,0,0,8,0,5,0
negative_control,4,0,0,0,3,0,7,0,0,1
negative_control,4,0,0,0,0,3,0,0,5,1
negative_control,4,0,0,0,0,0,6,0,6,2
negative_control,4,0,0,0,0,0,10,2,0,4
negative_control,4,0,0,0,10,0,0,10,0,5
negative_control,4,0,0,0,6,4,0,0,0,6
negative_control,4,0,0,0,0,7,3,0,0,7
negative_control,4,0,0,0,4,0,0,0,9,8
negative_control,4,0,0,0,0,0,0,8,4,10
negative_control,4,0,0,0,0,0,2,9,1,0
negative_control,4,0,0,0,0,6,5,0,4,0
negative_control,4,0,0,0,6,0,8,0,5,0
negative_control,4,0,0,0,1,5,0,0,6,0
negative_control,4,0,0,0,9,0,0,1,7,0
negative_control,4,0,0,0,0,9,1,1,0,0
negative_control,4,0,0,0,4,0,6,3,0,0
negative_control,4,0,0,0,8,2,0,5,0,0
negative_control,4,0,0,0,9,8,4,0,0,0
negative_control,0,0,7,6,0,0,0,10,0,5
negative_control,3,9,0,0,0,6,0,0,6,0
negative_control,0,4,0,1,0,0,0,7,0,2
negative_control,1,0,10,0,0,0,6,0,0,8
negative_control,0,0,9,7,0,0,9,2,0,0
negative_control,9,0,9,0,0,0,0,8,3,0
negative_control,0,9,10,0,0,6,0,0,0,6
negative_control,0,0,0,8,0,0,8,0,4,1
negative_control,0,0,0,8,2,0,5,0,0,4
negative_control,0,0,0,8,0,0,7,5,0,6
negative_control,0,0,0,8,0,4,0,0,10,7
negative_control,0,0,0,8,0,1,6,0,0,8
negative_control,0,0,0,8,0,0,0,7,5,8
negative_control,0,0,0,8,9,0,0,0,8,9
negative_control,0,0,0,8,0,7,0,3,0,9
negative_control,0,0,0,8,7,0,0,4,0,10
negative_control,0,0,0,8,0,10,0,6,1,0
negative_control,0,0,0,8,5,0,0,8,3,0
negative_control,0,0,0,8,0,3,2,0,3,0
negative_control,0,0,0,8,7,7,0,0,6,0
negative_control,0,0,0,8,0,0,6,10,7,0
negative_control,0,0,0,8,3,0,9,0,9,0
negative_control,0,0,0,8,6,0,1,1,0,0
negative_control,0,0,0,8,3,4,0,5,0,0
negative_control,0,0,0,8,0,8,10,9,0,0
negative_control,0,0,0,8,4,10,4,0,0,0
negative_control,7,4,0,0,0,0,7,3,0,0
negative_control,9,0,0,3,0,0,0,0,4,9
negative_control,0,7,0,6,0,8,5,0,0,0
negative_control,0,0,2,0,7,0,8,0,0,1
negative_control,0,0,2,0,0,1,0,0,10,3
negative_control,0,0,2,0,4,0,0,2,0,4
negative_control,0,0,2,0,0,9,6,0,0,4
negative_control,0,0,2,0,0,4,0,3,0,5
negative_control,0,0,2,0,0,0,0,10,6,6
negative_control,0,0,2,0,0,0,2,0,3,7
negative_control,0,0,2,0,0,0,4,1,0,8
negative_control,0,0,2,0,5,0,0,0,4,9
negative_control,0,0,2,0,3,7,0,0,2,0
negative_control,0,0,2,0,0,0,10,4,2,0
negative_control,0,0,2,0,0,2,0,1,3,0
negative_control,0,0,2,0,10,0,9,0,5,0
negative_control,0,0,2,0,0,10,4,0,7,0
negative_control,0,0,2,0,1,0,0,8,10,0
negative_control,0,0,2,0,8,0,7,3,0,0
negative_control,0,0,2,0,9,6,0,9,0,0
negative_control,0,0,2,0,0,7,8,10,0,0
negative_control,0,0,2,0,2,8,5,0,0,0
negative_control,7,0,0,7,0,9,5,0,0,0
negative_control,0,8,8,0,0,0,0,0,9,4
negative_control,6,2,0,0,0,0,7,0,0,8
negative_control,6,2,0,0,0,7,0,9,0,0
negative_control,0,3,0,2,0,0,0,6,8,0
negative_control,8,0,1,0,0,0,0,10,0,1
negative_control,0,10,0,9,0,5,0,0,0,2
negative_control,0,10,0,9,0,0,10,0,9,0
negative_control,5,0,0,0,2,5,0,0,0,2
negative_control,5,0,0,0,1,0,6,0,0,4
negative_control,5,0,0,0,0,1,0,0,9,4
negative_control,5,0,0,0,0,6,1,0,0,6
negative_control,5,0,0,0,0,0,0,10,5,7
negative_control,5,0,0,0,0,7,0,6,0,8
negative_control,5,0,0,0,0,0,2,0,2,8
negative_control,5,0,0,0,7,0,0,7,0,9
negative_control,5,0,0,0,5,0,0,0,3,10
negative_control,5,0,0,0,4,9,0,0,2,0
negative_control,5,0,0,0,0,0,8,3,4,0
negative_control,5,0,0,0,0,2,9,0,5,0
negative_control,5,0,0,0,3,0,0,4,6,0
negative_control,5,0,0,0,0,6,0,5,7,0
negative_control,5,0,0,0,5,0,2,1,0,0
negative_control,5,0,0,0,0,3,4,4,0,0
negative_control,5,0,0,0,10,8,0,9,0,0
negative_control,0,5,3,0,0,8,0,9,0,0
negative_control,0,0,6,2,0,0,0,7,0,9
negative_control,0,2,9,0,0,0,0,2,4,0
negative_control,0,2,9,0,5,0,5,0,0,0
negative_control,3,0,0,4,6,0,5,0,0,0
negative_control,2,0,10,0,9,0,5,0,0,0
negative_control,10,8,0,9,0,0,5,0,0,0
negative_control,3,10,5,0,0,0,5,0,0,0
negative_control,5,0,2,1,0,0,5,0,0,0
negative_control,0,3,4,4,0,0,5,0,0,0
negative_control,4,9,0,0,2,0,5,0,0,0
negative_control,0,0,8,3,0,0,0,0,8,5
negative_control,0,0,8,3,0,9,0,9,0,0
negative_control,0,0,8,3,4,0,5,0,0,0
negative_control,0,2,0,1,3,0,0,0,2,0
negative_control,0,2,0,1,0,0,8,10,0,0
negative_control,10,0,9,0,5,0,0,0,2,0
negative_control,10,0,9,0,0,10,0,9,0,0
negative_control,0,10,4,0,7,0,0,0,2,0
negative_control,1,0,0,8,0,0,4,0,0,7
negative_control,8,0,7,3,0,0,0,0,2,0
negative_control,9,6,0,9,0,0,0,0,2,0
negative_control,0,7,8,10,0,0,0,0,2,0
negative_control,3,7,0,0,0,7,0,0,0,2
negative_control,3,7,0,0,2,0,0,0,2,0
negative_control,0,0,10,4,0,7,0,0,0,2
negative_control,0,0,10,4,2,0,0,0,2,0
negative_control,7,0,8,0,0,1,0,0,2,0
negative_control,7,0,8,0,6,0,0,9,0,0
negative_control,2,5,0,0,7,0,0,9,0,0
negative_control,2,5,0,0,0,2,5,0,0,0
negative_control,10,0,0,1,0,8,0,0,0,2
negative_control,4,3,1,0,0,0,0,9,0,0
negative_control,1,7,0,4,0,0,0,9,0,0
negative_control,9,0,10,8,0,0,0,9,0,0
negative_control,0,1,7,9,0,0,0,9,0,0
negative_control,0,7,10,0,0,0,3,0,0,3
negative_control,0,9,0,8,4,0,0,9,0,0
negative_control,0,0,1,5,0,0,6,0,4,0
negative_control,0,0,1,5,5,0,0,9,0,0
negative_control,1,3,0,0,0,2,0,0,2,0
negative_control,0,5,0,4,0,0,0,6,0,8
negative_control,4,0,7,0,0,0,2,0,0,10
negative_control,0,0,3,6,0,0,3,8,0,0
negative_control,6,0,0,9,0,0,7,0,8,0
negative_control,0,1,0,0,0,0,7,4,0,1
negative_control,0,1,0,0,8,10,0,0,0,2
negative_control,0,1,0,0,0,0,0,6,5,3
negative_control,0,1,0,0,7,0,0,3,0,5
negative_control,0,1,0,0,6,0,1,0,0,6
negative_control,0,1,0,0,3,0,0,0,6,7
negative_control,0,1,0,0,0,3,4,0,0,7
negative_control,0,1,0,0,0,0,10,0,1,8
negative_control,0,1,0,0,0,5,0,0,3,10
negative_control,0,1,0,0,0,0,5,3,3,0
negative_control,0,1,0,0,0,2,6,0,4,0
negative_control,0,1,0,0,6,0,0,5,7,0
negative_control,0,1,0,0,0,1,0,7,9,0
negative_control,0,1,0,0,0,5,2,1,0,0
negative_control,0,1,0,0,1,0,6,7,0,0
negative_control,0,1,0,0,5,2,0,9,0,0
negative_control,0,1,0,0,9,4,5,0,0,0
negative_control,1,0,6,0,0,4,5,0,0,0
negative_control,0,0,5,7,0,0,0,5,7,0
negative_control,1,8,1,0,0,0,0,0,0,2
negative_control,7,0,3,3,0,0,0,0,0,2
negative_control,9,1,0,4,0,0,0,0,0,2
negative_control,0,2,8,5,0,0,0,0,0,2
negative_control,0,8,0,7,3,0,0,0,0,2
negative_control,0,8,0,7,0,3,0,9,0,0
negative_control,9,0,5,0,5,0,0,0,0,2
negative_control,9,0,5,0,0,0,2,0,10,0
negative_control,10,10,0,0,7,0,0,0,0,2
negative_control,10,10,0,0,0,0,0,3,5,0
negative_control,4,0,0,2,9,0,0,0,0,2
negative_control,4,0,0,2,0,4,0,0,2,0
negative_control,4,0,0,2,0,0,9,6,0,0
negative_control,0,9,6,0,9,0,0,0,0,2
negative_control,0,9,6,0,0,4,0,0,2,0
negative_control,0,9,6,0,0,0,9,6,0,0
negative_control,0,0,7,8,10,0,0,0,0,2
negative_control,0,0,7,8,0,5,5,0,0,0
negative_control,0,4,0,3,0,5,0,0,2,0
negative_control,0,6,1,0,0,0,0,8,0,10
negative_control,0,6,1,0,0,6,5,0,0,0
negative_control,6,0,4,0,0,1,0,0,0,2
negative_control,6,0,4,0,0,0,1,5,0,0
negative_control,2,0,0,6,0,0,0,1,3,0
negative_control,3,0,3,0,0,0,0,10,1,0
negative_control,0,0,0,10,0,0,6,9,0,2
negative_control,0,0,0,10,4,2,0,0,0,2
negative_control,0,0,0,10,3,0,0,0,10,3
negative_control,0,0,0,10,0,6,0,1,0,3
negative_control,0,0,0,10,0,0,10,0,5,4
negative_control,0,0,0,10,8,0,9,0,0,5
negative_control,0,0,0,10,6,0,0,5,0,7
negative_control,0,0,0,10,0,4,2,0,0,10
negative_control,0,0,0,10,9,0,0,10,1,0
negative_control,0,0,0,10,0,1,8,0,1,0
negative_control,0,0,0,10,6,6,0,0,2,0
negative_control,0,0,0,10,1,0,3,0,3,0
negative_control,0,0,0,10,0,0,2,7,6,0
negative_control,0,0,0,10,0,10,7,3,0,0
negative_control,0,0,0,10,2,0,4,4,0,0
negative_control,0,0,0,10,1,5,0,9,0,0
negative_control,0,0,0,10,5,7,5,0,0,0
negative_control,9,0,0,5,0,0,0,10,8,0
negative_control,5,0,7,0,0,10,0,0,0,9
negative_control,5,0,7,0,0,0,10,6,0,0
negative_control,0,5,10,0,0,0,0,3,0,1
negative_control,0,5,10,0,0,5,6,0,0,0
negative_control,0,7,0,8,0,0,1,0,0,2
negative_control,0,7,0,8,0,6,0,0,9,0
negative_control,7,0,0,9,2,0,0,0,0,9
negative_control,7,0,0,9,0,7,0,0,9,0
negative_control,7,0,0,9,0,0,2,5,0,0
negative_control,0,2,5,0,2,0,0,0,0,9
negative_control,0,2,5,0,0,7,0,0,9,0
negative_control,0,2,5,0,0,0,2,5,0,0
negative_control,1,1,0,0,4,0,0,0,0,9
negative_control,2,0,6,0,0,0,9,0,1,0
negative_control,0,3,0,4,8,0,0,0,0,9
negative_control,0,3,0,4,0,8,0,2,0,0
negative_control,2,10,0,7,0,0,0,0,0,9
negative_control,4,0,8,8,0,0,0,0,0,9
negative_control,10,3,10,0,0,0,0,0,0,9
negative_control,0,9,3,6,0,0,0,0,0,9
negative_control,0,0,4,3,1,0,0,0,0,9
negative_control,0,0,4,3,0,6,6,0,0,0
negative_control,10,0,5,0,0,7,6,0,0,0
negative_control,0,10,0,0,0,6,0,0,8,1
negative_control,0,10,0,0,0,0,1,0,10,3
negative_control,0,10,0,0,0,8,7,0,0,4
negative_control,0,10,0,0,8,0,0,0,5,4
negative_control,0,10,0,0,0,4,0,9,0,7
negative_control,0,10,0,0,0,0,0,5,6,8
negative_control,0,10,0,0,3,1,0,0,0,9
negative_control,0,10,0,0,0,0,4,7,0,10
negative_control,0,10,0,0,0,10,0,4,2,0
negative_control,0,10,0,0,9,0,4,0,3,0
negative_control,0,10,0,0,5,0,0,6,4,0
negative_control,0,10,0,0,0,9,5,0,7,0
negative_control,0,10,0,0,0,0,6,8,8,0
negative_control,0,10,0,0,6,9,0,2,0,0
negative_control,0,10,0,0,0,6,9,10,0,0
negative_control,0,10,0,0,2,7,6,0,0,0
negative_control,5,0,0,2,0,0,4,0,3,0
negative_control,0,0,6,4,0,0,10,0,0,5
negative_control,0,0,6,4,0,0,0,6,4,0
negative_control,7,0,4,0,0,0,9,0,0,1
negative_control,3,0,0,6,0,10,0,2,0,0
negative_control,0,6,0,7,0,0,0,5,0,3
negative_control,0,7,6,0,0,0,10,0,5,0
negative_control,0,4,1,0,0,0,8,0,0,8
negative_control,0,4,1,0,8,0,0,2,0,0
negative_control,10,4,0,7,0,0,0,2,0,0
negative_control,7,8,10,0,0,0,0,2,0,0
negative_control,1,0,0,10,0,3,0,0,0,9
negative_control,1,0,0,10,3,0,0,2,0,0
negative_control,9,6,0,0,4,0,0,2,0,0
negative_control,9,6,0,0,0,9,6,0,0,0
negative_control,4,0,3,0,0,10,0,0,9,0
negative_control,4,0,3,0,5,0,0,2,0,0
negative_control,0,0,10,6,0,0,5,0,7,0
