hyb,rmse
32,30.910278609757647
33,104.94775395522494
34,98.55520208401616
35,102.34246694768605
36,101.2250417540612
37,99.83658118289407
38,100.80665480794596
39,107.37492668096694
40,40.49702471553432
41,103.65983571155898
42,36.645024430445424
43,101.95884123766464
44,100.25376270270918
45,106.06081087911367
46,117.2626319220957
47,105.51098717699436
48,103.2476402305431
49,106.37604628004703
50,110.03700652578337
51,104.61054364812833
52,105.83381842009354
53,103.0229902549506
54,39.67751513547513
55,106.09631284987816
56,111.72478798495892
57,108.03410044077346
58,110.91869339797995
59,43.665013394329534
60,107.1787394815692
61,111.77673221905312
62,116.6143019718569
63,110.89894248661989
64,112.24987784584478
65,37.65145765956429
66,108.51794800671429
67,111.49011444143261
68,113.98104848023061
69,108.7237785184141
70,33.09485975493371
71,33.308377246547636
72,105.88090932003207
73,33.89012200503837
74,38.526586466678765
75,112.89317277370144
76,42.66730428394339
77,39.5650870610092
78,45.34313201596295
79,42.31170316796955
80,105.03991770407458
0,19.055185014426467
1,28.105792672189775
2,23.99635435315647
3,22.978402360068614
4,28.897013824110743
5,27.644550705439546
6,30.6926291528513
7,25.2468889799225
8,19.98749000060446
9,27.483986625925
10,18.866153303459754
11,31.435075376456055
12,26.348843084456888
13,25.24184217475992
14,25.837337533584577
15,26.1693245164387
16,22.20367148390292
17,32.16675517475571
18,24.269919970759517
19,25.73061412306032
20,30.555001463950692
21,24.475359309454326
22,19.658167531310227
23,18.905858319858822
24,26.291036154510934
25,20.163685306664952
26,25.020223268276727
27,30.837171111922896
28,27.863758108692906
29,28.798194755101285
30,21.817065914217316
31,20.03016962292433
32,23.926969512802938
33,29.600272085599098
34,26.662581705038225
35,25.438949263211143
36,33.729011521605564
37,28.65333622115854
38,28.13316705428169
39,25.950455176382047
40,22.693377686705638
41,23.29351581753789
42,26.99343420728255
43,26.86696088348092
44,24.76866530372169
45,35.22146643972004
46,23.316978332662885
47,21.631077776609477
48,24.012019739751747
49,31.27635539081336
50,21.97250158391124
51,21.76188148873653
52,28.352487728174356
53,24.026344987760233
54,21.899172417296974
55,25.416294213027676
56,27.67100142207123
57,24.150831775221146
58,29.52126025438757
59,25.662023313550108
60,27.73348149015845
61,22.02024915523632
62,27.28047130169759
63,26.44186351636195
64,23.286915428330023
65,23.421268868002556
66,23.372389778618484
67,24.3747439526296
68,26.700983595551936
69,22.459275262543912
70,19.45449665035407
71,20.328510760628383
72,22.538260897078455
73,24.054140053004385
74,22.453079879835855
75,23.103575477901718
76,23.05742410296214
77,23.099688824969427
78,21.13320089573114
79,23.54110321585498
80,19.8363146185789
0,12.752951310215206
1,17.23633780114073
2,23.863644330711278
3,15.206612978768758
4,19.822608026088837
5,21.126535736138713
6,20.21796079167797
7,18.570767944182712
8,18.34096724284255
9,26.851670494322246
10,21.809311119062652
11,20.636119384448016
12,24.604391182084935
13,21.29323336836013
14,24.061015853070984
15,26.150382876144604
16,19.33101790199924
17,24.288109701879307
18,24.84613035604611
