,rmse
"(1, 2)",39.42928606321636
"(2, 1)",34.685729984901236
"(2, 2)",51.86612760912164
"(3, 1)",29.254010934856506
"(3, 2)",32.942012371008545
"(4, 1)",32.00639911258912
"(4, 2)",33.466973620799386
"(5, 1)",28.4093825038244
"(5, 2)",36.274157000726575
"(6, 1)",37.21020487964915
"(6, 2)",37.7950201508456
"(7, 1)",30.74991016948333
"(7, 2)",33.23607870278484
"(8, 1)",36.71895931682712
"(8, 2)",44.26723303931306
"(9, 1)",31.167969295979113
"(9, 2)",29.769329914087745
"(10, 1)",24.205572356648215
"(10, 2)",26.896392475219702
"(11, 1)",35.471635872556284
"(11, 2)",40.77855164592641
"(12, 1)",29.07127933394186
"(12, 2)",39.763480931307456
"(13, 1)",21.1017366463666
"(13, 2)",33.255256659516554
"(14, 1)",27.17008724446865
"(14, 2)",60.16938178903719
"(15, 1)",23.859802767544586
"(15, 2)",30.078021604703885
"(16, 1)",27.628742598696792
"(16, 2)",21.499181393233144
"(17, 1)",26.1611483172014
"(17, 2)",39.489498436889036
"(18, 1)",28.90133236324215
"(18, 2)",38.180264772344536
"(19, 1)",28.646442540992336
"(19, 2)",21.68143656277183
"(20, 1)",25.416604322443007
"(20, 2)",30.30959803413009
"(21, 1)",26.6937626109458
"(21, 2)",28.98609573439493
"(22, 1)",24.365742319174828
"(22, 2)",27.68861442248889
"(23, 1)",25.38719475279727
"(23, 2)",26.30997934918074
"(24, 1)",24.073337372997468
"(24, 2)",21.352111175251544
"(25, 1)",21.042632393497776
"(25, 2)",46.56942229521746
"(26, 1)",24.541410915786493
"(26, 2)",31.654357943489984
"(27, 1)",26.92094336582988
"(27, 2)",26.749269975027588
"(28, 1)",24.37667703274636
"(28, 2)",46.75630228780799
"(29, 1)",25.671767874734062
"(29, 2)",37.305241760557365
"(30, 1)",23.878643037725393
"(30, 2)",21.881548191923454
"(31, 1)",23.279648297581158
"(31, 2)",30.70816331313277
"(32, 1)",24.9005606632211
"(32, 2)",37.40220870096759
"(33, 1)",27.238849680220845
"(34, 1)",27.182334025710585
0,36.00980565180994
1,46.08633221111758
2,25.822846184052054
3,26.787502310692926
4,29.681023756083054
5,33.17928471817322
6,29.970045543049153
7,42.53485656355915
8,22.61153268329202
9,19.646367606079778
10,37.74992385285593
11,38.38881011950306
12,26.527815793025916
13,37.27074501036383
14,22.909791002293712
15,23.402990076160474
16,36.331826985875665
17,35.58077267016053
18,16.74473595842767
19,24.17016006740099
20,25.39510458500988
21,25.124394422490273
22,18.28722291262604
23,14.7753625202174
24,25.19094550620036
25,28.30054062876582
26,20.9320100609924
27,25.643993446785682
28,30.499508431251122
29,18.213671489648522
30,26.289546699647286
31,27.69046211741153
32,24.70095225626553
33,26.60089736472229
"(1, 1)",34.691314362325585
"(1, 2)",76.35793382666289
"(2, 1)",54.85238381557049
"(2, 2)",37.15436953922225
"(3, 1)",43.768527415476186
"(3, 2)",32.168210332858166
"(4, 1)",49.939835712383164
"(4, 2)",34.771167688190815
"(5, 1)",78.52956960003137
"(5, 2)",48.588290608437205
"(6, 1)",78.52964714500699
"(6, 2)",26.00145076464477
"(7, 1)",43.62700760766081
"(7, 2)",32.03859028856688
"(8, 1)",43.65611585069198
"(8, 2)",33.70451159320639
"(9, 1)",44.98277272917508
"(9, 2)",74.52225397247331
"(10, 1)",43.79593393844221
"(10, 2)",33.89555906828211
"(11, 1)",47.5507268113849
"(11, 2)",36.250772453599296
"(12, 1)",47.43979011228865
"(12, 2)",34.930224926993546
"(13, 1)",42.386031355692005
"(13, 2)",33.49074385907388
"(14, 1)",43.9253307870626
"(14, 2)",50.8138505828579
"(15, 1)",33.09350631224223
"(15, 2)",38.05104669418069
"(16, 1)",27.806837131727626
"(16, 2)",24.515790842253185
"(17, 1)",34.66855813516554
"(17, 2)",39.819501089103326
"(18, 1)",37.279772137213925
"(18, 2)",40.52966049742819
"(19, 1)",22.324845406983062
"(19, 2)",26.732815545172155
"(20, 1)",37.2324177794209
"(20, 2)",67.38268333185049
"(21, 1)",38.20990407092181
"(21, 2)",28.024134026807314
"(22, 1)",30.630323403094657
"(22, 2)",23.94974590577357
"(23, 1)",35.4790674034143
"(23, 2)",26.35331100160652
"(24, 1)",28.428110958008105
"(24, 2)",27.28429789794827
"(25, 1)",34.62885134540733
"(25, 2)",26.242332825102405
"(26, 1)",36.4537798172883
"(26, 2)",26.439630183737165
"(27, 1)",41.97073643233391
"(27, 2)",28.560558891684032
"(28, 1)",35.99952898379461
"(28, 2)",25.6142645309803
"(29, 1)",32.57136876170745
"(29, 2)",25.221617647778395
"(30, 1)",30.718951032180534
"(30, 2)",25.694320157875914
"(31, 1)",34.28787746228076
"(31, 2)",26.464855215106716
"(32, 1)",42.862692358793446
"(32, 2)",30.452756713961858
"(33, 1)",22.77548187770804
"(34, 1)",31.89360296687552
0,97.64533172340121
1,35.21203946623786
2,34.346856129801424
3,40.32449424776705
4,56.34622928803996
5,45.79373244744689
6,35.09655892975786
7,39.846292231097124
8,78.07101378327162
9,43.155982570099845
10,39.91748764460656
11,40.682123644956995
12,36.21034219269322
13,56.05950072891381
14,48.46715236726395
15,28.56639275082101
16,53.29528963721597
17,40.238432791641586
18,31.854583231408768
19,106.75961821273843
20,34.515718490949766
21,34.782422253384475
22,32.99405940449365
23,33.82363148816312
24,20.74798601039024
25,28.87799153227936
26,23.47233848387165
27,30.462880677569643
28,20.656348938759628
29,31.263594537652672
30,25.487526362385
31,32.77155816459806
32,39.9723798602589
33,26.879791481996897
"(1, 1)",37.62960206929881
"(1, 2)",51.183454830132355
"(2, 1)",35.505307879551474
"(2, 2)",41.91452221496229
"(3, 1)",38.54151315942932
"(3, 2)",41.98945685484616
"(4, 1)",35.74186443682102
"(4, 2)",35.285570813967716
"(5, 1)",32.28450855192326
"(5, 2)",37.13220154061202
"(6, 1)",31.078449704568502
"(6, 2)",29.367358888525967
"(7, 1)",32.55574849927757
"(7, 2)",32.83707375823543
"(8, 1)",34.186372116995884
"(8, 2)",29.0200719657078
"(9, 1)",33.06889997343858
"(9, 2)",41.5989450469435
"(10, 1)",32.259405072206924
"(10, 2)",38.10194108407036
"(11, 1)",33.027829609762236
"(11, 2)",34.02356972938549
"(12, 1)",29.47652687640572
"(12, 2)",28.450093604924835
"(13, 1)",31.1248804822012
"(13, 2)",36.594956859747406
"(14, 1)",30.08570842583876
"(14, 2)",36.753552762737684
"(15, 1)",30.812446497957826
"(15, 2)",37.31605265772965
"(16, 1)",27.248991633987355
"(16, 2)",32.428778233969545
"(17, 1)",28.00235311957737
"(17, 2)",31.537976566535473
"(18, 1)",36.12264911574314
"(18, 2)",33.657601901706805
"(19, 1)",31.38262710570591
"(19, 2)",27.957411380794237
"(20, 1)",31.900726302557402
"(20, 2)",38.34341754301764
"(21, 1)",26.97187127299283
"(21, 2)",29.71433852181212
"(22, 1)",33.65729052495117
"(22, 2)",30.030927183423856
"(23, 1)",33.679955952656606
"(23, 2)",35.62347592347528
"(24, 1)",27.562751965173845
"(24, 2)",40.048962680054856
"(25, 1)",35.156731262242765
"(25, 2)",39.10880072368328
"(26, 1)",28.86146654911341
"(26, 2)",35.069156160834
"(27, 1)",32.88662856521291
"(27, 2)",37.347584437732195
"(28, 1)",24.82624566199918
"(28, 2)",36.211105080763886
"(29, 1)",23.450993218783555
"(29, 2)",35.82597866614275
"(30, 1)",26.05953395243971
"(30, 2)",34.147094788485234
"(31, 1)",26.770594512337375
"(31, 2)",34.01867254595386
"(32, 1)",21.902967583269216
"(32, 2)",31.099946865783636
"(33, 1)",22.60328106682938
"(34, 1)",23.3331193104388
0,42.14226465260939
1,34.65736835757308
2,31.652817955860257
3,33.292783748534205
4,28.952845768604753
5,24.576947877031913
6,25.87441878637747
7,23.409904966468908
8,31.27388443078693
9,33.34916525521669
10,25.18615329922942
11,21.44371181973686
12,26.976316440571264
13,25.454685979848893
14,33.05695031338803
15,27.298750443212015
16,27.117496629512203
17,25.686379814404596
18,24.053672706647145
19,33.93438696687192
20,20.795108809891627
21,20.989340658070137
22,32.2289323689169
23,30.553822948642235
24,26.233589132214405
25,21.529830575793667
26,24.099427814386353
27,31.838072021236435
28,20.312906967745914
29,21.6005185761795
30,22.23693458512174
31,19.85791381946268
32,23.75349159924301
33,24.68602735255998
"(1, 1)",76.8511743504134
"(1, 2)",92.46077684811569
"(2, 1)",49.91675172384824
"(2, 2)",50.818254477429775
"(3, 1)",51.48179738267129
"(3, 2)",54.4287680012426
"(4, 1)",44.12254181651304
"(4, 2)",39.82817449518169
"(5, 1)",44.848332492787165
"(5, 2)",38.943076624383345
"(6, 1)",54.949516045211716
"(6, 2)",51.674703834326706
"(7, 1)",56.09993529467841
"(7, 2)",45.30440984509446
"(8, 1)",42.565763563164275
"(8, 2)",35.29851508254213
"(9, 1)",44.42343417015447
"(9, 2)",35.802903495213464
"(10, 1)",45.249245239900276
"(10, 2)",40.27085036426702
"(11, 1)",35.85114743813281
"(11, 2)",29.021359037011738
"(12, 1)",54.557442857151486
"(12, 2)",48.016205223636014
"(13, 1)",44.87390759331711
"(13, 2)",40.62982638350035
"(14, 1)",44.06273301571614
"(14, 2)",41.19439813824375
"(15, 1)",49.8728328033261
"(15, 2)",43.066656420136766
"(16, 1)",58.76495338198559
"(16, 2)",51.97500227907423
"(17, 1)",55.061035098215704
"(17, 2)",50.34850440595656
"(18, 1)",50.94329435010513
"(18, 2)",39.235667601945444
"(19, 1)",37.42268364343232
"(19, 2)",34.310264211486455
"(20, 1)",54.269649633215394
"(20, 2)",47.09128414807867
"(21, 1)",53.15767865664992
"(21, 2)",51.04131565202699
"(22, 1)",58.100306191609945
"(22, 2)",48.63964383319751
"(23, 1)",43.48370612138121
"(23, 2)",38.153899105522584
"(24, 1)",52.15158298090558
"(24, 2)",42.64210068047603
"(25, 1)",44.18700534477025
"(25, 2)",34.84512181809141
"(26, 1)",52.440981905043216
"(26, 2)",41.261275857929604
"(27, 1)",53.52342199754053
"(27, 2)",41.36270646460096
"(28, 1)",60.07430063547616
"(28, 2)",48.54048948033682
"(29, 1)",62.01344164031408
"(29, 2)",49.8263929326088
"(30, 1)",54.18516692673788
"(30, 2)",44.304983919919
"(31, 1)",62.544367055123246
"(31, 2)",48.075398462936604
"(32, 1)",43.286129715354974
"(32, 2)",35.098567253801434
"(33, 1)",44.79409357688173
"(34, 1)",60.70735355060636
0,83.59754679544987
1,43.62483207913194
2,43.60625308639758
3,33.083766822008485
4,40.423168926991295
5,39.73106367040874
6,34.82923539524331
7,25.75036360721842
8,31.33037902932844
9,28.26917652472924
10,23.5577907648493
11,32.207917577630965
12,27.47794196292861
13,30.34551025206604
14,30.623644353758472
15,36.1699464319908
16,34.85361069930804
17,27.082099925159593
18,26.30716050809936
19,29.859270376592285
20,33.39997760022006
21,33.271353800190724
22,24.448703416869908
23,30.181815042625395
24,17.810099679704926
25,20.433405951254727
26,20.749461696905247
27,27.58541056532099
28,29.68583893878672
29,23.211891460308017
30,28.035101948672736
31,20.76487615177854
32,18.370028419866795
33,28.59375643453189
"(1, 1)",120.02953771872983
"(1, 2)",33.92357635915624
"(2, 1)",124.95337979870662
"(2, 2)",38.55530063976247
"(3, 1)",117.07135828204335
"(3, 2)",38.547076416068435
"(4, 1)",119.84442695365372
"(4, 2)",32.918424364202764
"(5, 1)",126.25677639706551
"(5, 2)",31.881422591296168
"(6, 1)",116.19973810341597
"(6, 2)",42.29739663070885
"(7, 1)",123.3245002261274
"(7, 2)",37.28202290480092
"(8, 1)",118.83460842293178
"(8, 2)",46.70974231661563
"(9, 1)",116.71706886066747
"(9, 2)",35.352966954949096
"(10, 1)",118.87381609751664
"(10, 2)",25.49496337630968
"(11, 1)",119.99472435628321
"(11, 2)",70.21373474990827
"(12, 1)",128.21271873426468
"(12, 2)",77.59714188564541
"(13, 1)",116.26705153049598
"(13, 2)",28.54703703524409
"(14, 1)",120.98745969849156
"(14, 2)",30.601091610375413
"(15, 1)",117.6793186011143
"(15, 2)",31.035704665885763
"(16, 1)",115.8004039862367
"(16, 2)",31.046710849843006
"(17, 1)",117.81475526798432
"(17, 2)",25.276518775747352
"(18, 1)",122.35222455680791
"(18, 2)",58.37524312930903
"(19, 1)",127.30013718582607
"(19, 2)",78.83476013881642
"(20, 1)",116.33735583728995
"(20, 2)",26.353205274394764
"(21, 1)",116.70492573998328
"(21, 2)",27.662551026598162
"(22, 1)",117.55602572378473
"(22, 2)",30.598299399235792
"(23, 1)",118.12773558342577
"(23, 2)",22.023903708046117
"(24, 1)",116.22814709523654
"(24, 2)",27.8775840956966
"(25, 1)",116.71752665148259
"(25, 2)",24.759953045360387
"(26, 1)",115.45363762042183
"(26, 2)",24.893843945392344
"(27, 1)",115.39809262182987
"(27, 2)",23.65790779819519
"(28, 1)",118.24254440894777
"(28, 2)",29.98036673371526
"(29, 1)",24.35924743560534
"(29, 2)",26.443424708336234
"(30, 1)",113.41266106521923
"(30, 2)",31.811853690313566
"(31, 1)",114.52042902799776
"(31, 2)",35.68207770569428
"(32, 1)",116.96005057533526
"(32, 2)",33.91626379658585
"(33, 1)",115.91161331964658
"(34, 1)",115.48742874113503
0,37.17541763628489
1,43.34904366134006
2,46.136405096660035
3,37.868917217742315
4,30.43613828171398
5,39.535855608591824
6,37.230536387662646
7,40.70415022644513
8,32.52078937918132
9,23.233137190257853
10,76.44136287915946
11,76.69056810881213
12,26.271061518941394
13,27.708997340762927
14,40.530675303161914
15,38.40146537054271
16,27.101807395659833
17,84.3475680166404
18,87.56314607866119
19,27.477844992731587
20,24.81037462983448
21,24.95994555711889
22,20.91983564610674
23,30.71074385443836
24,24.18203796800421
25,30.660248493012578
26,27.85850009078163
27,30.198991275816343
28,33.99503599929521
29,34.03120254884037
30,39.55600043254711
31,30.27309781983933
32,33.814977743593005
33,35.35969978823278
"(1, 1)",47.31168404697898
"(1, 2)",43.6120270848424
"(2, 1)",29.84270640063836
"(2, 2)",29.073444219910424
"(3, 1)",30.123155625207964
"(3, 2)",28.702574748494225
"(4, 1)",37.33813856933319
"(4, 2)",47.051120814868156
"(5, 1)",27.931723063718852
"(5, 2)",29.740141830512044
"(6, 1)",34.196151544620804
"(6, 2)",27.73327000157042
"(7, 1)",37.1667274630714
"(7, 2)",28.85573755457713
"(8, 1)",26.32409195095871
"(8, 2)",30.825185409743828
"(9, 1)",35.392346749136514
"(9, 2)",27.20009692471606
"(10, 1)",28.83325081694783
"(10, 2)",23.809757389724098
"(11, 1)",34.441237823799206
"(11, 2)",26.216021551408804
"(12, 1)",30.946600108069184
"(12, 2)",24.337356044949793
"(13, 1)",31.649408361388645
"(13, 2)",23.452866997930535
"(14, 1)",28.096443734857683
"(14, 2)",33.65747215909321
"(15, 1)",25.320063714571123
"(15, 2)",30.930441381348697
"(16, 1)",32.04695728176734
"(16, 2)",25.18498831568473
"(17, 1)",31.114509479156087
"(17, 2)",24.91266041166145
"(18, 1)",26.30772193194635
"(18, 2)",22.32758774742124
"(19, 1)",26.51778491805119
"(19, 2)",19.920349692330884
"(20, 1)",33.91704448028168
"(20, 2)",42.86066475547658
"(21, 1)",35.39235018771305
"(21, 2)",28.53894574829738
"(22, 1)",36.227167804571906
"(22, 2)",24.918775204247865
"(23, 1)",36.06573923926648
"(23, 2)",27.286540782126064
"(24, 1)",24.41974926027392
"(24, 2)",20.59124385436261
"(25, 1)",31.367683613537675
"(25, 2)",33.9746660325119
"(26, 1)",32.169494661358996
"(26, 2)",32.72604391022563
"(27, 1)",36.265984231440584
"(27, 2)",38.91143573440321
"(28, 1)",32.43810594291652
"(28, 2)",22.264626813499998
"(29, 1)",34.334375259263695
"(29, 2)",25.927431760193304
"(30, 1)",37.43445080210494
"(30, 2)",32.26640116068305
"(31, 1)",32.8912250092373
"(31, 2)",27.12110265859982
"(32, 1)",19.065656939523993
"(32, 2)",24.843062174499057
"(33, 1)",31.153121886884705
"(34, 1)",35.06597114649948
0,41.17878157686868
1,35.172520049345394
2,31.228908547320728
3,35.828021215637705
4,46.090225089366996
5,26.931431416311923
6,24.40895434105695
7,48.64564215021192
8,25.797487012975505
9,23.63418972415016
10,41.83836047580955
11,23.939263831601473
12,25.156267904538538
13,28.759145597206416
14,30.640499990446507
15,18.89405106601726
16,20.284126843904872
17,26.442524511135773
18,24.169996143884102
19,24.257524932533492
20,18.640760169781675
21,18.214942892468084
22,17.581335560874905
23,31.95058031349401
24,25.027053698529414
25,19.327894647005127
26,21.210761356533467
27,19.208832181098924
28,16.217011413148455
29,22.57762292299586
30,18.198982218312075
31,39.20497265777962
32,16.78934987179031
33,22.639098824807913
"(1, 1)",45.532504743443134
"(1, 2)",48.174587122355035
"(2, 1)",39.08172871608231
"(2, 2)",47.676335297427286
"(3, 1)",42.895282837261654
"(3, 2)",39.839867098358425
"(4, 1)",39.41434453950865
"(4, 2)",28.986336918914517
"(5, 1)",41.80871301212934
"(5, 2)",31.78691314373638
"(6, 1)",38.56994018468016
"(6, 2)",27.118455657840244
"(7, 1)",37.66395988698982
"(7, 2)",29.72438977366185
"(8, 1)",42.818624228209295
"(8, 2)",36.14780950857097
"(9, 1)",41.40856035135458
"(9, 2)",28.69758103684448
"(10, 1)",33.03010472259594
"(10, 2)",25.648001430038594
"(11, 1)",41.918014898570185
"(11, 2)",27.496378947541537
"(12, 1)",31.999612845520335
"(12, 2)",24.526292325292694
"(13, 1)",37.35859013518871
"(13, 2)",38.09861341300359
"(14, 1)",45.019093193961915
"(14, 2)",38.36375171392603
"(15, 1)",34.97051809915896
"(15, 2)",34.274836696089054
"(16, 1)",30.03916890052338
"(16, 2)",32.54188504482502
"(17, 1)",31.825117490117854
"(17, 2)",23.5846125583254
"(18, 1)",35.734436088977176
"(18, 2)",27.205835417620264
"(19, 1)",37.468317506181826
"(19, 2)",27.432582608046584
"(20, 1)",29.924810327406934
"(20, 2)",25.62257549274944
"(21, 1)",37.105681393592
"(21, 2)",24.58140038899412
"(22, 1)",33.04667163435404
"(22, 2)",23.288892514548476
"(23, 1)",33.10548465426214
"(23, 2)",22.743062944286883
"(24, 1)",50.16753926659291
"(24, 2)",36.6812888617869
"(25, 1)",34.195157515885754
"(25, 2)",37.84417338654127
"(26, 1)",36.06432296325838
"(26, 2)",36.03854129127574
"(27, 1)",38.92659389895263
"(27, 2)",34.06476843622023
"(28, 1)",41.517711728142274
"(28, 2)",35.56337021648193
"(29, 1)",32.41824121931417
"(29, 2)",34.88113888439993
"(30, 1)",35.57210367577073
"(30, 2)",32.97838153705034
"(31, 1)",33.27234489692065
"(31, 2)",31.871586306806137
"(32, 1)",41.49296635334409
"(32, 2)",34.88374830512443
"(33, 1)",32.57176812435309
"(34, 1)",36.72778049773168
0,36.22993588165352
1,39.541846629980384
2,39.37349582868136
3,31.116724145926508
4,31.486620900679853
5,29.865000349115242
6,32.768233163785354
7,37.4133911437206
8,27.415793783594797
9,25.470594505192135
10,29.819850896517305
11,26.04237757454419
12,28.159336597035924
13,29.248348453488088
14,26.03461432743183
15,23.445786525082276
16,22.530638790101406
17,29.261502476661605
18,27.271376828855995
19,23.729218832939353
20,23.7073070833503
21,25.13503999245881
22,23.638568438288104
23,34.40911035133158
24,26.35364209736459
25,23.65251945683745
26,21.974305330946628
27,23.360691682548907
28,21.919704889942828
29,23.54875948630133
30,18.321734644420445
31,22.36876916282259
32,25.927621730820388
33,22.366505134804083
"(1, 1)",127.0656926802038
"(1, 2)",41.72432560974139
"(2, 1)",34.072013660531375
"(2, 2)",42.41367526165775
"(3, 1)",35.64337554192797
"(3, 2)",43.34470761965102
"(4, 1)",35.86283572861506
"(4, 2)",38.61494006800926
"(5, 1)",35.40732753071838
"(5, 2)",39.085616324357225
"(6, 1)",33.05593135191026
"(6, 2)",38.309374801261775
"(7, 1)",32.95894661692725
"(7, 2)",37.9294266922598
"(8, 1)",49.07724556489877
"(8, 2)",45.58108918344788
"(9, 1)",62.0181005659629
"(9, 2)",35.03017777572698
"(10, 1)",28.298293060995416
"(10, 2)",48.68151377785966
"(11, 1)",39.67335528506451
"(11, 2)",36.59205140969808
"(12, 1)",37.80962372970454
"(12, 2)",34.013345082473336
"(13, 1)",29.27447105042756
"(13, 2)",47.809473344641866
"(14, 1)",36.71195837839326
"(14, 2)",40.23633307899353
"(15, 1)",31.71169231863158
"(15, 2)",40.86389252532806
"(16, 1)",30.89718250097169
"(16, 2)",46.062335990927686
"(17, 1)",25.528349875972683
"(17, 2)",47.87277936438345
"(18, 1)",29.67102935520783
"(18, 2)",37.369466038962635
"(19, 1)",32.92374752493801
"(19, 2)",32.89738230238278
"(20, 1)",28.113564676552848
"(20, 2)",49.79544006805552
"(21, 1)",29.25436304366566
"(21, 2)",44.58301470969068
"(22, 1)",25.311358640196264
"(22, 2)",39.94315704413267
"(23, 1)",24.850286994179452
"(23, 2)",32.35095159727717
"(24, 1)",30.395941756602987
"(24, 2)",45.56295673170015
"(25, 1)",27.285149997749603
"(25, 2)",50.38213624017177
"(26, 1)",30.212413311831813
"(26, 2)",45.85929833815532
"(27, 1)",33.95597134636794
"(27, 2)",34.45707356164687
"(28, 1)",23.448124129344436
"(28, 2)",49.55137252192931
"(29, 1)",28.464694007802024
"(29, 2)",42.2355889695395
"(30, 1)",31.611041730097945
"(30, 2)",41.62093969242714
"(31, 1)",30.611575969390564
"(31, 2)",42.45206855472776
"(32, 1)",30.514415451422014
"(32, 2)",41.22507718464248
"(33, 1)",33.73491279577429
"(34, 1)",38.173123427412484
0,39.14801939263259
1,45.01913443067735
2,40.01930322998777
3,31.329102880805916
4,38.85490678526915
5,34.39827132738762
6,33.001921689136346
7,35.847307368587444
8,30.548196131054826
9,42.256823200405115
10,26.240200362717022
11,25.74048158828167
12,28.822523483869073
13,30.586519025381435
14,26.04600763590795
15,27.13921960970781
16,38.65492026324193
17,32.891755815229374
18,23.47237358805146
19,35.30248118624075
20,32.452797329384126
21,35.12067940227486
22,22.299750029511763
23,29.595221226666716
24,33.08443721610314
25,26.176975828118266
26,21.81059830869752
27,31.502749949774504
28,24.95285154541871
29,28.55749592368305
30,25.942621651267473
31,24.74444942891499
32,28.055954137078974
33,31.47816898678789
"(1, 1)",111.0820332834058
"(1, 2)",71.26568672085641
"(2, 1)",46.06709012344718
"(2, 2)",54.75270990124349
"(3, 1)",99.74596637243421
"(3, 2)",73.65182876990825
"(4, 1)",64.83074674056495
"(4, 2)",56.53644647336821
"(5, 1)",60.67848403322813
"(5, 2)",76.87293847747084
"(6, 1)",40.13947997296404
"(6, 2)",36.346491034367475
"(7, 1)",49.45484608907916
"(7, 2)",53.11745795958852
"(8, 1)",46.04832128159829
"(8, 2)",39.096396158395336
"(9, 1)",54.59151740258216
"(9, 2)",63.76193839969322
"(10, 1)",52.48481939311924
"(10, 2)",35.737250738534165
"(11, 1)",60.90216480151049
"(11, 2)",53.99901298677459
"(12, 1)",34.73549721404516
"(12, 2)",29.22937113916983
"(13, 1)",80.70231648953224
"(13, 2)",48.77703801448796
"(14, 1)",50.56047529504757
"(14, 2)",57.24009565680702
"(15, 1)",37.87268070048759
"(15, 2)",44.50779456806152
"(16, 1)",61.934321653947826
"(16, 2)",63.09043486278458
"(17, 1)",41.88835704580444
"(17, 2)",33.85499776171603
"(18, 1)",40.13069500073878
"(18, 2)",26.572362389247335
"(19, 1)",33.64356992675178
"(19, 2)",27.27817094882819
"(20, 1)",37.35568180344469
"(20, 2)",33.46308349236883
"(21, 1)",61.79444092556533
"(21, 2)",44.77430709886141
"(22, 1)",41.86651791239026
"(22, 2)",30.840070697207395
"(23, 1)",60.460684497067156
"(23, 2)",42.054388897884245
"(24, 1)",50.29522252762712
"(24, 2)",46.683254243798785
"(25, 1)",65.65942473801894
"(25, 2)",48.86783322943715
"(26, 1)",49.861620331709645
"(26, 2)",50.210745881682904
"(27, 1)",49.56806368966234
"(27, 2)",46.10602899754782
"(28, 1)",49.93442320035616
"(28, 2)",51.516968683458586
"(29, 1)",38.580647887459484
"(29, 2)",37.946509380874794
"(30, 1)",42.262787904363435
"(30, 2)",48.776422709472214
"(31, 1)",57.69394124334418
"(31, 2)",47.36378983592411
"(32, 1)",35.11616331886137
"(32, 2)",44.00077893857673
"(33, 1)",33.74971221494084
"(34, 1)",42.08640092747187
0,65.5052889655319
1,59.75536399069665
2,74.46467970611691
3,50.57349596963864
4,80.73667975051607
5,32.59345719891414
6,50.66798411552594
7,32.5872408027603
8,57.26626995211577
9,25.793020797623747
10,47.44277540354582
11,20.315680771253703
12,27.801986694310063
13,45.76762876514141
14,38.859372178839536
15,57.95246229511943
16,24.718035382972793
17,17.457579016959006
18,17.923303775184824
19,22.058655486616583
20,36.65925898471467
21,28.105384518319642
22,37.82454311383268
23,33.13378639908627
24,32.32850256715582
25,37.56157677637784
26,34.25462027691977
27,37.874006570626804
28,16.838143303574988
29,33.63526610865668
30,43.94564178230293
31,28.179756857275375
32,28.97703994230593
33,34.049772350202986
"(1, 1)",49.70662380521298
"(1, 2)",102.63678068635193
"(2, 1)",31.50832426419418
"(2, 2)",99.05790296951245
"(3, 1)",40.55197076121435
"(3, 2)",101.95694665612719
"(4, 1)",33.64643465503464
"(4, 2)",100.03534355735513
"(5, 1)",29.326330983896536
"(5, 2)",100.17055246182821
"(6, 1)",28.924846244275347
"(6, 2)",98.3696567166994
"(7, 1)",34.23028236527177
"(7, 2)",99.60136154286914
"(8, 1)",26.61839096283714
"(8, 2)",100.50184383024067
"(9, 1)",29.937304069638902
"(9, 2)",100.04452365128547
"(10, 1)",24.237186178435216
"(10, 2)",98.89328784195295
"(11, 1)",27.482384830978983
"(11, 2)",99.62598112937616
"(12, 1)",26.645938022139415
"(12, 2)",99.57028488578888
"(13, 1)",29.01078098120554
"(13, 2)",100.7549030293199
"(14, 1)",32.558344893298475
"(14, 2)",102.03426029309435
"(15, 1)",23.73787087480014
"(15, 2)",98.43901285695833
"(16, 1)",27.35960996338834
"(16, 2)",100.4991002765507
"(17, 1)",22.256634826727392
"(17, 2)",98.48994618272616
"(18, 1)",25.125602796954535
"(18, 2)",99.28016139356504
"(19, 1)",24.5152068753557
"(19, 2)",98.85557166805715
"(20, 1)",26.19545542707535
"(20, 2)",96.85991239718355
"(21, 1)",23.882698591991282
"(21, 2)",97.42031480336156
"(22, 1)",22.142320932183743
"(22, 2)",97.84932595024785
"(23, 1)",28.724385200006978
"(23, 2)",99.52877617122499
"(24, 1)",23.889116302443703
"(24, 2)",99.13584226549355
"(25, 1)",28.187941446642164
"(25, 2)",97.66695280889391
"(26, 1)",29.06692910867316
"(26, 2)",98.86067334202855
"(27, 1)",42.807112745667
"(27, 2)",99.30828546132217
"(28, 1)",29.51609254853652
"(28, 2)",97.91899917947818
"(29, 1)",29.150226707926844
"(29, 2)",97.64754268230438
"(30, 1)",29.6934171924907
"(30, 2)",101.37157249519777
"(31, 1)",21.071172734959536
"(31, 2)",98.61183189692582
"(32, 1)",30.579411709218068
"(32, 2)",97.53214519058652
"(33, 1)",31.08141652307153
"(34, 1)",35.07055121205791
0,39.92569534712933
1,38.27459928279071
2,34.01302656613617
3,33.74523124138598
4,35.85413563428991
5,33.180524604976654
6,37.92482099429218
7,30.95514166114983
8,23.609556790702435
9,28.363525928273827
10,28.711417170964356
11,29.111461051462925
12,19.466615916067767
13,26.536814691591
14,31.657352341669778
15,22.92335205052459
16,36.77034107213304
17,32.517970359039516
18,30.90923351833859
19,31.940291073676377
20,25.750157058228694
21,31.062416588533
22,26.08976426005276
23,26.100722990873454
24,19.170030127352113
25,21.033158404584476
26,26.849521712533676
27,22.660762829938992
28,22.414191082646095
29,29.226090188260276
30,20.09803517027262
31,19.74462238158579
32,16.90215021334163
33,17.99524459117085
"(1, 1)",61.35167696091421
"(1, 2)",103.85086494381679
"(2, 1)",89.96429615601467
