,Unnamed: 0.1,Unnamed: 0,pos,cell,ch,lvf,zvf,lwvf,svf,dr,n_barcodes,negative_control_barcodes,gene_encoding_barcodes,est_fp_rate,est_fdr,z
0,0,0,5.0,16.0,,2.0,1.0,0.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0
1,0,0,5.0,24.0,,2.0,1.0,0.0,0.0,0.0,6.0,8,6.0,0.0,0.1975578640422817,0
2,0,0,5.0,27.0,,2.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0
3,0,0,5.0,30.0,,2.0,1.0,0.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0
4,0,0,5.0,42.0,,2.0,1.0,0.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0
5,0,0,5.0,47.0,,2.0,1.0,0.0,0.0,0.0,3.0,0,3.0,0.0,0.0,0
6,0,0,5.0,49.0,,2.0,1.0,0.0,0.0,0.0,8.0,10,8.0,0.0,0.1852104975396391,0
7,0,0,5.0,50.0,,2.0,1.0,0.0,0.0,0.0,17.0,2,17.0,0.0,0.0174315762390248,0
8,0,0,5.0,51.0,,2.0,1.0,0.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0
9,0,0,5.0,53.0,,2.0,1.0,0.0,0.0,0.0,3.0,0,3.0,0.0,0.0,0
10,0,0,5.0,57.0,,2.0,1.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.1481683980317113,0
11,0,0,5.0,58.0,,2.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0
12,0,0,5.0,62.0,,2.0,1.0,0.0,0.0,0.0,2.0,1,2.0,0.0,0.0740841990158556,0
13,0,0,5.0,66.0,,2.0,1.0,0.0,0.0,0.0,7.0,2,7.0,0.0,0.0423338280090603,0
14,0,0,5.0,68.0,,2.0,1.0,0.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0
15,0,0,5.0,72.0,,2.0,1.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.1481683980317113,0
16,0,0,5.0,73.0,,2.0,1.0,0.0,0.0,0.0,6.0,5,6.0,0.0,0.1234736650264261,0
17,0,0,5.0,78.0,,2.0,1.0,0.0,0.0,0.0,5.0,1,5.0,0.0,0.0296336796063422,0
18,0,0,5.0,80.0,,2.0,1.0,0.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0
19,0,0,5.0,84.0,,2.0,1.0,0.0,0.0,0.0,5.0,0,5.0,0.0,0.0,0
20,0,0,5.0,85.0,,2.0,1.0,0.0,0.0,0.0,9.0,0,9.0,0.0,0.0,0
21,0,0,5.0,90.0,,2.0,1.0,0.0,0.0,0.0,4.0,0,4.0,0.0,0.0,0
22,0,0,5.0,97.0,,2.0,1.0,0.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0
0,0,0,5.0,6.0,,2.0,1.0,0.0,0.0,0.0,77.0,80,77.0,0.0,0.1539411927602195,1
1,0,0,5.0,7.0,,2.0,1.0,0.0,0.0,0.0,46.0,52,46.0,0.0,0.1674947108184562,1
2,0,0,5.0,8.0,,2.0,1.0,0.0,0.0,0.0,9.0,4,9.0,0.0,0.0658526213474272,1
3,0,0,5.0,12.0,,2.0,1.0,0.0,0.0,0.0,9.0,11,9.0,0.0,0.1810947087054249,1
