,Unnamed: 0.1,Unnamed: 0,pos,cell,ch,lvf,zvf,lwvf,svf,dr,n_barcodes,negative_control_barcodes,gene_encoding_barcodes,est_fp_rate,est_fdr,z
0,0,0,8.0,5.0,,2.0,1.0,0.0,0.0,0.0,4.0,0,4.0,0.0,0.0,0
1,0,0,8.0,6.0,,2.0,1.0,0.0,0.0,0.0,32.0,2,32.0,0.0,0.0092605248769819,0
2,0,0,8.0,7.0,,2.0,1.0,0.0,0.0,0.0,52.0,5,52.0,0.0,0.014246961349203,0
3,0,0,8.0,8.0,,2.0,1.0,0.0,0.0,0.0,90.0,2,90.0,0.0,0.0032926310673713,0
4,0,0,8.0,9.0,,2.0,1.0,0.0,0.0,0.0,15.0,3,15.0,0.0,0.0296336796063422,0
5,0,0,8.0,10.0,,2.0,1.0,0.0,0.0,0.0,119.0,29,119.0,0.0,0.0361082650665514,0
6,0,0,8.0,11.0,,2.0,1.0,0.0,0.0,0.0,28.0,10,28.0,0.0,0.0529172850113254,0
7,0,0,8.0,13.0,,2.0,1.0,0.0,0.0,0.0,36.0,5,36.0,0.0,0.020578944171071,0
8,0,0,8.0,14.0,,2.0,1.0,0.0,0.0,0.0,6.0,1,6.0,0.0,0.0246947330052852,0
9,0,0,8.0,15.0,,2.0,1.0,0.0,0.0,0.0,136.0,10,136.0,0.0,0.0108947351493905,0
10,0,0,8.0,16.0,,2.0,1.0,0.0,0.0,0.0,4.0,1,4.0,0.0,0.0370420995079278,0
11,0,0,8.0,17.0,,2.0,1.0,0.0,0.0,0.0,14.0,2,14.0,0.0,0.0211669140045301,0
12,0,0,8.0,18.0,,2.0,1.0,0.0,0.0,0.0,11.0,5,11.0,0.0,0.067349271832596,0
13,0,0,8.0,20.0,,2.0,1.0,0.0,0.0,0.0,14.0,1,14.0,0.0,0.010583457002265,0
14,0,0,8.0,21.0,,2.0,1.0,0.0,0.0,0.0,101.0,24,101.0,0.0,0.0352083322055551,0
15,0,0,8.0,22.0,,2.0,1.0,0.0,0.0,0.0,20.0,13,20.0,0.0,0.0963094587206123,0
16,0,0,8.0,23.0,,2.0,1.0,0.0,0.0,0.0,181.0,34,181.0,0.0,0.0278327377518131,0
17,0,0,8.0,24.0,,2.0,1.0,0.0,0.0,0.0,15.0,4,15.0,0.0,0.0395115728084563,0
18,0,0,8.0,25.0,,2.0,1.0,0.0,0.0,0.0,4.0,10,4.0,0.0,0.3704209950792783,0
19,0,0,8.0,26.0,,2.0,1.0,0.0,0.0,0.0,727.0,228,727.0,0.0,0.0464682183648283,0
20,0,0,8.0,27.0,,2.0,1.0,0.0,0.0,0.0,383.0,120,383.0,0.0,0.0464235189655492,0
21,0,0,8.0,28.0,,2.0,1.0,0.0,0.0,0.0,928.0,365,928.0,0.0,0.0582774410361795,0
22,0,0,8.0,29.0,,2.0,1.0,0.0,0.0,0.0,243.0,123,243.0,0.0,0.0749988187567921,0
23,0,0,8.0,30.0,,2.0,1.0,0.0,0.0,0.0,190.0,94,190.0,0.0,0.0733043653420045,0
24,0,0,8.0,31.0,,2.0,1.0,0.0,0.0,0.0,35.0,27,35.0,0.0,0.114301335624463,0
25,0,0,8.0,32.0,,2.0,1.0,0.0,0.0,0.0,692.0,332,692.0,0.0,0.0710865724660811,0
26,0,0,8.0,33.0,,2.0,1.0,0.0,0.0,0.0,493.0,131,493.0,0.0,0.039371318746763,0
27,0,0,8.0,34.0,,2.0,1.0,0.0,0.0,0.0,136.0,77,136.0,0.0,0.0838894606503071,0
28,0,0,8.0,35.0,,2.0,1.0,0.0,0.0,0.0,16.0,7,16.0,0.0,0.0648236741388737,0
29,0,0,8.0,36.0,,2.0,1.0,0.0,0.0,0.0,205.0,90,205.0,0.0,0.0650495405992879,0
30,0,0,8.0,38.0,,2.0,1.0,0.0,0.0,0.0,152.0,8,152.0,0.0,0.0077983367385111,0
31,0,0,8.0,39.0,,2.0,1.0,0.0,0.0,0.0,209.0,57,209.0,0.0,0.0404095630995576,0
32,0,0,8.0,40.0,,2.0,1.0,0.0,0.0,0.0,55.0,6,55.0,0.0,0.016163825239823,0
33,0,0,,,,,,,,,,2,,,0.0,0
34,0,0,8.0,42.0,,2.0,1.0,0.0,0.0,0.0,177.0,54,177.0,0.0,0.0452039180435729,0
35,0,0,8.0,44.0,,2.0,1.0,0.0,0.0,0.0,57.0,14,57.0,0.0,0.0363922381130519,0
36,0,0,8.0,45.0,,2.0,1.0,0.0,0.0,0.0,292.0,77,292.0,0.0,0.039071803590554,0
37,0,0,8.0,46.0,,2.0,1.0,0.0,0.0,0.0,11.0,2,11.0,0.0,0.0269397087330384,0
38,0,0,8.0,47.0,,2.0,1.0,0.0,0.0,0.0,85.0,27,85.0,0.0,0.0470652558453671,0
39,0,0,8.0,48.0,,2.0,1.0,0.0,0.0,0.0,149.0,49,149.0,0.0,0.0487265201580795,0
40,0,0,8.0,49.0,,2.0,1.0,0.0,0.0,0.0,652.0,181,652.0,0.0,0.0411326381038953,0
41,0,0,8.0,50.0,,2.0,1.0,0.0,0.0,0.0,327.0,103,327.0,0.0,0.0466707798081537,0
42,0,0,8.0,51.0,,2.0,1.0,0.0,0.0,0.0,284.0,113,284.0,0.0,0.0589543273858569,0
43,0,0,8.0,52.0,,2.0,1.0,0.0,0.0,0.0,128.0,23,128.0,0.0,0.0266240090213231,0
44,0,0,8.0,53.0,,2.0,1.0,0.0,0.0,0.0,259.0,83,259.0,0.0,0.0474825368209731,0
45,0,0,8.0,54.0,,2.0,1.0,0.0,0.0,0.0,94.0,12,94.0,0.0,0.0189151146423461,0
0,0,0,8.0,5.0,,2.0,1.0,0.0,0.0,0.0,19.0,5,19.0,0.0,0.0389916836925556,1
1,0,0,8.0,6.0,,2.0,1.0,0.0,0.0,0.0,178.0,79,178.0,0.0,0.0657601317107033,1
2,0,0,8.0,7.0,,2.0,1.0,0.0,0.0,0.0,171.0,121,171.0,0.0,0.1048443050399828,1
3,0,0,8.0,8.0,,2.0,1.0,0.0,0.0,0.0,273.0,139,273.0,0.0,0.0754410524776845,1
4,0,0,8.0,9.0,,2.0,1.0,0.0,0.0,0.0,123.0,35,123.0,0.0,0.0421617392773162,1
5,0,0,8.0,10.0,,2.0,1.0,0.0,0.0,0.0,493.0,423,493.0,0.0,0.1271302887777158,1
6,0,0,8.0,11.0,,2.0,1.0,0.0,0.0,0.0,265.0,123,265.0,0.0,0.0687725017279263,1
7,0,0,8.0,12.0,,2.0,1.0,0.0,0.0,0.0,2.0,2,2.0,0.0,0.1481683980317113,1
8,0,0,8.0,13.0,,2.0,1.0,0.0,0.0,0.0,186.0,98,186.0,0.0,0.078067220468321,1
9,0,0,8.0,14.0,,2.0,1.0,0.0,0.0,0.0,36.0,21,36.0,0.0,0.0864315655184982,1
10,0,0,8.0,15.0,,2.0,1.0,0.0,0.0,0.0,444.0,165,444.0,0.0,0.0550625803496224,1
11,0,0,8.0,16.0,,2.0,1.0,0.0,0.0,0.0,40.0,32,40.0,0.0,0.118534718425369,1
12,0,0,8.0,17.0,,2.0,1.0,0.0,0.0,0.0,103.0,52,103.0,0.0,0.0748034630839707,1
13,0,0,8.0,18.0,,2.0,1.0,0.0,0.0,0.0,79.0,50,79.0,0.0,0.093777467108678,1
14,0,0,8.0,19.0,,2.0,1.0,0.0,0.0,0.0,15.0,14,15.0,0.0,0.1382905048295972,1
15,0,0,8.0,20.0,,2.0,1.0,0.0,0.0,0.0,46.0,38,46.0,0.0,0.122399980982718,1
16,0,0,8.0,21.0,,2.0,1.0,0.0,0.0,0.0,286.0,122,286.0,0.0,0.0632047012582824,1
17,0,0,8.0,22.0,,2.0,1.0,0.0,0.0,0.0,160.0,133,160.0,0.0,0.12316498086386,1
18,0,0,8.0,23.0,,2.0,1.0,0.0,0.0,0.0,639.0,240,639.0,0.0,0.0556501025471216,1
19,0,0,8.0,24.0,,2.0,1.0,0.0,0.0,0.0,129.0,125,129.0,0.0,0.1435740291004954,1
20,0,0,8.0,25.0,,2.0,1.0,0.0,0.0,0.0,35.0,32,35.0,0.0,0.1354682496289932,1
21,0,0,8.0,26.0,,2.0,1.0,0.0,0.0,0.0,1501.0,777,1501.0,0.0,0.0767000967825714,1
22,0,0,8.0,27.0,,2.0,1.0,0.0,0.0,0.0,1008.0,563,1008.0,0.0,0.0827567540593784,1
