,Unnamed: 0.1,Unnamed: 0,pos,cell,ch,lvf,zvf,lwvf,svf,dr,n_barcodes,negative_control_barcodes,gene_encoding_barcodes,est_fp_rate,est_fdr,z
0,0,0,3.0,6.0,,2.0,1.0,0.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0
1,0,0,3.0,7.0,,2.0,1.0,0.0,0.0,0.0,4.0,0,4.0,0.0,0.0,0
2,0,0,,,,,,,,,,2,,,0.0,0
3,0,0,3.0,13.0,,2.0,1.0,0.0,0.0,0.0,5.0,0,5.0,0.0,0.0,0
4,0,0,3.0,19.0,,2.0,1.0,0.0,0.0,0.0,20.0,17,20.0,0.0,0.1259431383269546,0
5,0,0,3.0,20.0,,2.0,1.0,0.0,0.0,0.0,3.0,0,3.0,0.0,0.0,0
6,0,0,3.0,22.0,,2.0,1.0,0.0,0.0,0.0,3.0,0,3.0,0.0,0.0,0
7,0,0,3.0,24.0,,2.0,1.0,0.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0
8,0,0,3.0,31.0,,2.0,1.0,0.0,0.0,0.0,1.0,4,1.0,0.0,0.5926735921268452,0
9,0,0,3.0,36.0,,2.0,1.0,0.0,0.0,0.0,3.0,0,3.0,0.0,0.0,0
10,0,0,3.0,41.0,,2.0,1.0,0.0,0.0,0.0,6.0,0,6.0,0.0,0.0,0
11,0,0,3.0,50.0,,2.0,1.0,0.0,0.0,0.0,3.0,0,3.0,0.0,0.0,0
12,0,0,3.0,58.0,,2.0,1.0,0.0,0.0,0.0,8.0,0,8.0,0.0,0.0,0
13,0,0,3.0,60.0,,2.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0
14,0,0,3.0,68.0,,2.0,1.0,0.0,0.0,0.0,20.0,0,20.0,0.0,0.0,0
15,0,0,3.0,69.0,,2.0,1.0,0.0,0.0,0.0,17.0,17,17.0,0.0,0.1481683980317113,0
16,0,0,3.0,70.0,,2.0,1.0,0.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0
0,0,0,3.0,6.0,,2.0,1.0,0.0,0.0,0.0,35.0,0,35.0,0.0,0.0,1
1,0,0,3.0,7.0,,2.0,1.0,0.0,0.0,0.0,121.0,4,121.0,0.0,0.0048981288605524,1
2,0,0,3.0,8.0,,2.0,1.0,0.0,0.0,0.0,5.0,0,5.0,0.0,0.0,1
3,0,0,3.0,9.0,,2.0,1.0,0.0,0.0,0.0,22.0,1,22.0,0.0,0.0067349271832596,1
4,0,0,3.0,12.0,,2.0,1.0,0.0,0.0,0.0,6.0,3,6.0,0.0,0.0740841990158556,1
5,0,0,3.0,13.0,,2.0,1.0,0.0,0.0,0.0,70.0,2,70.0,0.0,0.004233382800906,1
6,0,0,3.0,15.0,,2.0,1.0,0.0,0.0,0.0,16.0,0,16.0,0.0,0.0,1
7,0,0,3.0,16.0,,2.0,1.0,0.0,0.0,0.0,26.0,1,26.0,0.0,0.0056987845396812,1
8,0,0,3.0,17.0,,2.0,1.0,0.0,0.0,0.0,52.0,5,52.0,0.0,0.014246961349203,1
9,0,0,3.0,18.0,,2.0,1.0,0.0,0.0,0.0,10.0,0,10.0,0.0,0.0,1
