,Unnamed: 0.1,Unnamed: 0,pos,cell,ch,lvf,zvf,lwvf,svf,dr,n_barcodes,negative_control_barcodes,gene_encoding_barcodes,est_fp_rate,est_fdr,z
0,0,0,0.0,5.0,,2.0,1.0,0.0,0.0,0.0,4.0,0,4.0,0.0,0.0,0
1,0,0,0.0,8.0,,2.0,1.0,0.0,0.0,0.0,17.0,0,17.0,0.0,0.0,0
2,0,0,0.0,9.0,,2.0,1.0,0.0,0.0,0.0,96.0,1,96.0,0.0,0.0015434208128303,0
3,0,0,0.0,10.0,,2.0,1.0,0.0,0.0,0.0,37.0,0,37.0,0.0,0.0,0
4,0,0,0.0,11.0,,2.0,1.0,0.0,0.0,0.0,19.0,0,19.0,0.0,0.0,0
5,0,0,0.0,12.0,,2.0,1.0,0.0,0.0,0.0,71.0,1,71.0,0.0,0.002086878845517,0
6,0,0,0.0,15.0,,2.0,1.0,0.0,0.0,0.0,39.0,5,39.0,0.0,0.018995948465604,0
7,0,0,0.0,16.0,,2.0,1.0,0.0,0.0,0.0,92.0,6,92.0,0.0,0.0096631563933724,0
8,0,0,0.0,17.0,,2.0,1.0,0.0,0.0,0.0,449.0,35,449.0,0.0,0.0115498751249663,0
9,0,0,0.0,18.0,,2.0,1.0,0.0,0.0,0.0,184.0,17,184.0,0.0,0.0136894715572776,0
10,0,0,0.0,21.0,,2.0,1.0,0.0,0.0,0.0,365.0,38,365.0,0.0,0.0154257510279589,0
11,0,0,0.0,22.0,,2.0,1.0,0.0,0.0,0.0,834.0,58,834.0,0.0,0.010304277081342,0
12,0,0,0.0,23.0,,2.0,1.0,0.0,0.0,0.0,70.0,0,70.0,0.0,0.0,0
13,0,0,0.0,24.0,,2.0,1.0,0.0,0.0,0.0,362.0,24,362.0,0.0,0.0098233192065222,0
14,0,0,0.0,25.0,,2.0,1.0,0.0,0.0,0.0,585.0,125,585.0,0.0,0.03165991410934,0
15,0,0,0.0,26.0,,2.0,1.0,0.0,0.0,0.0,30.0,6,30.0,0.0,0.0296336796063422,0
16,0,0,0.0,27.0,,2.0,1.0,0.0,0.0,0.0,232.0,15,232.0,0.0,0.0095798533210158,0
17,0,0,0.0,28.0,,2.0,1.0,0.0,0.0,0.0,1095.0,156,1095.0,0.0,0.0211089224593123,0
18,0,0,0.0,29.0,,2.0,1.0,0.0,0.0,0.0,234.0,56,234.0,0.0,0.0354591038024608,0
19,0,0,0.0,30.0,,2.0,1.0,0.0,0.0,0.0,9.0,0,9.0,0.0,0.0,0
20,0,0,0.0,31.0,,2.0,1.0,0.0,0.0,0.0,211.0,3,211.0,0.0,0.0021066596876546,0
21,0,0,0.0,32.0,,2.0,1.0,0.0,0.0,0.0,99.0,14,99.0,0.0,0.0209531067923632,0
22,0,0,0.0,33.0,,2.0,1.0,0.0,0.0,0.0,114.0,5,114.0,0.0,0.0064986139487592,0
23,0,0,0.0,34.0,,2.0,1.0,0.0,0.0,0.0,886.0,175,886.0,0.0,0.0292657671055863,0
24,0,0,0.0,35.0,,2.0,1.0,0.0,0.0,0.0,32.0,0,32.0,0.0,0.0,0
25,0,0,0.0,38.0,,2.0,1.0,0.0,0.0,0.0,100.0,12,100.0,0.0,0.0177802077638053,0
