,Unnamed: 0.1,Unnamed: 0,pos,cell,ch,lvf,zvf,lwvf,svf,dr,n_barcodes,negative_control_barcodes,gene_encoding_barcodes,est_fp_rate,est_fdr,z
0,0,0,7.0,2.0,,2.0,1.0,0.0,0.0,0.0,435.0,14,435.0,0.0,0.0047686380975723,0
1,0,0,7.0,4.0,,2.0,1.0,0.0,0.0,0.0,67.0,7,67.0,0.0,0.0154802803913728,0
2,0,0,7.0,5.0,,2.0,1.0,0.0,0.0,0.0,372.0,24,372.0,0.0,0.0095592514859168,0
3,0,0,7.0,6.0,,2.0,1.0,0.0,0.0,0.0,287.0,34,287.0,0.0,0.017553050637903,0
4,0,0,7.0,7.0,,2.0,1.0,0.0,0.0,0.0,547.0,37,547.0,0.0,0.0100223596474832,0
5,0,0,7.0,8.0,,2.0,1.0,0.0,0.0,0.0,469.0,59,469.0,0.0,0.0186395212875713,0
6,0,0,7.0,9.0,,2.0,1.0,0.0,0.0,0.0,531.0,56,531.0,0.0,0.0156260457434573,0
7,0,0,7.0,10.0,,2.0,1.0,0.0,0.0,0.0,159.0,29,159.0,0.0,0.0270244247982366,0
8,0,0,7.0,11.0,,2.0,1.0,0.0,0.0,0.0,722.0,86,722.0,0.0,0.0176488673555778,0
9,0,0,7.0,12.0,,2.0,1.0,0.0,0.0,0.0,813.0,136,813.0,0.0,0.0247858574813194,0
10,0,0,7.0,13.0,,2.0,1.0,0.0,0.0,0.0,647.0,124,647.0,0.0,0.0283970345532182,0
11,0,0,7.0,14.0,,2.0,1.0,0.0,0.0,0.0,10.0,0,10.0,0.0,0.0,0
12,0,0,7.0,16.0,,2.0,1.0,0.0,0.0,0.0,162.0,15,162.0,0.0,0.0137192961140473,0
13,0,0,7.0,17.0,,2.0,1.0,0.0,0.0,0.0,844.0,235,844.0,0.0,0.0412554188832371,0
14,0,0,7.0,18.0,,2.0,1.0,0.0,0.0,0.0,381.0,109,381.0,0.0,0.0423893842137966,0
15,0,0,7.0,19.0,,2.0,1.0,0.0,0.0,0.0,309.0,72,309.0,0.0,0.0345246752695249,0
